------------------在性能统计中检查CSC3300的335674320 模块CPU平均占用率大于60%------------------
获取数据失败
Connection to Sybase server has been lost. All active transactions have been rolled back
------------------在性能统计中查询1056974608 CPU平均占用率测量结果大于80%------------------
无
------------------在性能统计中查询1056974658 单板内存占用率测量结果大于85%------------------
开始时间	结束时间	单板内存平均占用率	网元名称	位置	位置名称	
------------------在性能统计中查询ATS接通率------------------
StartTime	EndTime	网元名	ATS O侧接通率	ATS T侧接通率	ATS AS 接通率	
2017/12/20 15:30:00	2017/12/20 15:45:00	HZVOLTEAS04BHW	98.013	97.296	97.598	
2017/12/20 15:30:00	2017/12/20 15:45:00	HZVOLTEAS09BHW	98.499	97.444	97.911	
2017/12/20 15:45:00	2017/12/20 16:00:00	HZSCCAS04BHW	97.82	97.318	97.53	
2017/12/20 15:45:00	2017/12/20 16:00:00	HZSCCAS09BHW	98.338	97.719	97.994	
2017/12/20 15:45:00	2017/12/20 16:00:00	HZVOLTEAS04BHW	97.957	97.106	97.465	
2017/12/20 15:45:00	2017/12/20 16:00:00	HZVOLTEAS09BHW	98.415	97.329	97.81	
2017/12/20 16:00:00	2017/12/20 16:15:00	HZSCCAS04BHW	97.864	97.336	97.559	
2017/12/20 16:00:00	2017/12/20 16:15:00	HZSCCAS09BHW	98.328	97.714	97.988	
2017/12/20 16:00:00	2017/12/20 16:15:00	HZVOLTEAS04BHW	97.981	97.133	97.491	
2017/12/20 16:00:00	2017/12/20 16:15:00	HZVOLTEAS09BHW	98.392	97.28	97.774	
2017/12/20 16:15:00	2017/12/20 16:30:00	HZSCCAS04BHW	97.855	97.319	97.546	
2017/12/20 16:15:00	2017/12/20 16:30:00	HZSCCAS09BHW	98.363	97.733	98.015	
2017/12/20 16:15:00	2017/12/20 16:30:00	HZVOLTEAS04BHW	98.018	97.178	97.533	
2017/12/20 16:15:00	2017/12/20 16:30:00	HZVOLTEAS09BHW	98.46	97.307	97.82	
2017/12/20 16:30:00	2017/12/20 16:45:00	HZSCCAS04BHW	97.885	97.221	97.505	
2017/12/20 16:30:00	2017/12/20 16:45:00	HZSCCAS09BHW	98.481	97.764	98.088	
2017/12/20 16:30:00	2017/12/20 16:45:00	HZVOLTEAS04BHW	98.01	97.21	97.55	
2017/12/20 16:30:00	2017/12/20 16:45:00	HZVOLTEAS09BHW	98.54	97.239	97.822	
2017/12/20 16:45:00	2017/12/20 17:00:00	HZSCCAS04BHW	97.875	97.368	97.586	
2017/12/20 16:45:00	2017/12/20 17:00:00	HZSCCAS09BHW	98.345	97.755	98.021	
2017/12/20 16:45:00	2017/12/20 17:00:00	HZVOLTEAS04BHW	98.071	97.275	97.616	
2017/12/20 16:45:00	2017/12/20 17:00:00	HZVOLTEAS09BHW	98.461	97.285	97.813	
2017/12/20 17:00:00	2017/12/20 17:15:00	HZSCCAS04BHW	98.033	97.507	97.736	
2017/12/20 17:00:00	2017/12/20 17:15:00	HZSCCAS09BHW	98.478	97.747	98.08	
2017/12/20 17:00:00	2017/12/20 17:15:00	HZVOLTEAS04BHW	98.175	97.29	97.674	
2017/12/20 17:00:00	2017/12/20 17:15:00	HZVOLTEAS09BHW	98.548	97.255	97.84	
2017/12/20 17:15:00	2017/12/20 17:30:00	HZSCCAS04BHW	97.91	97.378	97.611	
2017/12/20 17:15:00	2017/12/20 17:30:00	HZSCCAS09BHW	98.41	97.698	98.024	
2017/12/20 17:15:00	2017/12/20 17:30:00	HZVOLTEAS04BHW	98.165	97.215	97.629	
2017/12/20 17:15:00	2017/12/20 17:30:00	HZVOLTEAS09BHW	98.553	97.333	97.887	
2017/12/20 17:30:00	2017/12/20 17:45:00	HZSCCAS04BHW	98	97.455	97.697	
2017/12/20 17:30:00	2017/12/20 17:45:00	HZSCCAS09BHW	98.272	97.726	97.978	
2017/12/20 17:30:00	2017/12/20 17:45:00	HZVOLTEAS04BHW	98.195	97.314	97.706	
2017/12/20 17:30:00	2017/12/20 17:45:00	HZVOLTEAS09BHW	98.557	97.428	97.943	
2017/12/20 17:45:00	2017/12/20 18:00:00	HZSCCAS04BHW	97.935	97.318	97.595	
2017/12/20 17:45:00	2017/12/20 18:00:00	HZSCCAS09BHW	98.315	97.462	97.856	
2017/12/20 17:45:00	2017/12/20 18:00:00	HZVOLTEAS04BHW	98.162	97.332	97.702	
2017/12/20 17:45:00	2017/12/20 18:00:00	HZVOLTEAS09BHW	98.535	97.53	97.991	
2017/12/20 18:00:00	2017/12/20 18:15:00	HZSCCAS04BHW	97.962	97.242	97.569	
2017/12/20 18:00:00	2017/12/20 18:15:00	HZSCCAS09BHW	98.247	97.554	97.878	
2017/12/20 18:00:00	2017/12/20 18:15:00	HZVOLTEAS04BHW	98.068	97.321	97.659	
2017/12/20 18:00:00	2017/12/20 18:15:00	HZVOLTEAS09BHW	98.478	97.567	97.99	
2017/12/20 18:15:00	2017/12/20 18:30:00	HZSCCAS04BHW	97.884	97.115	97.466	
2017/12/20 18:15:00	2017/12/20 18:30:00	HZSCCAS09BHW	98.188	97.434	97.786	
2017/12/20 18:15:00	2017/12/20 18:30:00	HZVOLTEAS04BHW	98.057	97.339	97.664	
2017/12/20 18:15:00	2017/12/20 18:30:00	HZVOLTEAS09BHW	98.442	97.564	97.971	
2017/12/20 18:30:00	2017/12/20 18:45:00	HZSCCAS04BHW	97.884	97.194	97.509	
2017/12/20 18:30:00	2017/12/20 18:45:00	HZSCCAS09BHW	98.281	97.514	97.874	
2017/12/20 18:30:00	2017/12/20 18:45:00	HZVOLTEAS04BHW	98.085	97.462	97.746	
2017/12/20 18:30:00	2017/12/20 18:45:00	HZVOLTEAS09BHW	98.477	97.515	97.963	
2017/12/20 18:45:00	2017/12/20 19:00:00	HZSCCAS04BHW	97.793	97.141	97.439	
2017/12/20 18:45:00	2017/12/20 19:00:00	HZSCCAS09BHW	98.278	97.235	97.721	
2017/12/20 18:45:00	2017/12/20 19:00:00	HZVOLTEAS04BHW	97.968	97.425	97.671	
2017/12/20 18:45:00	2017/12/20 19:00:00	HZVOLTEAS09BHW	98.503	97.523	97.978	
2017/12/20 19:00:00	2017/12/20 19:15:00	HZSCCAS04BHW	97.768	97.14	97.427	
2017/12/20 19:00:00	2017/12/20 19:15:00	HZSCCAS09BHW	98.107	97.102	97.572	
2017/12/20 19:00:00	2017/12/20 19:15:00	HZVOLTEAS04BHW	98.045	97.369	97.676	
2017/12/20 19:00:00	2017/12/20 19:15:00	HZVOLTEAS09BHW	98.338	97.472	97.874	
2017/12/20 19:15:00	2017/12/20 19:30:00	HZSCCAS04BHW	97.679	96.994	97.306	
2017/12/20 19:15:00	2017/12/20 19:30:00	HZSCCAS09BHW	98.195	97.239	97.684	
2017/12/20 19:15:00	2017/12/20 19:30:00	HZVOLTEAS04BHW	97.965	97.286	97.593	
2017/12/20 19:15:00	2017/12/20 19:30:00	HZVOLTEAS09BHW	98.408	97.522	97.932	
2017/12/20 19:30:00	2017/12/20 19:45:00	HZSCCAS04BHW	97.66	96.729	97.158	
2017/12/20 19:30:00	2017/12/20 19:45:00	HZSCCAS09BHW	98.116	97.055	97.552	
2017/12/20 19:30:00	2017/12/20 19:45:00	HZVOLTEAS04BHW	97.873	97.221	97.521	
2017/12/20 19:30:00	2017/12/20 19:45:00	HZVOLTEAS09BHW	98.343	97.598	97.945	
2017/12/20 19:45:00	2017/12/20 20:00:00	HZSCCAS04BHW	97.614	96.906	97.233	
2017/12/20 19:45:00	2017/12/20 20:00:00	HZSCCAS09BHW	98.158	97.054	97.574	
2017/12/20 19:45:00	2017/12/20 20:00:00	HZVOLTEAS04BHW	97.898	97.323	97.588	
2017/12/20 19:45:00	2017/12/20 20:00:00	HZVOLTEAS09BHW	98.398	97.621	97.985	
2017/12/20 20:00:00	2017/12/20 20:15:00	HZSCCAS04BHW	97.622	96.738	97.146	
2017/12/20 20:00:00	2017/12/20 20:15:00	HZSCCAS09BHW	98.131	96.882	97.472	
2017/12/20 20:00:00	2017/12/20 20:15:00	HZVOLTEAS04BHW	98.001	97.425	97.691	
2017/12/20 20:00:00	2017/12/20 20:15:00	HZVOLTEAS09BHW	98.356	97.568	97.939	
2017/12/20 20:15:00	2017/12/20 20:30:00	HZSCCAS04BHW	97.604	96.809	97.177	
2017/12/20 20:15:00	2017/12/20 20:30:00	HZSCCAS09BHW	98.094	96.781	97.395	
2017/12/20 20:15:00	2017/12/20 20:30:00	HZVOLTEAS04BHW	97.824	97.483	97.641	
2017/12/20 20:15:00	2017/12/20 20:30:00	HZVOLTEAS09BHW	98.304	97.58	97.918	
2017/12/20 20:30:00	2017/12/20 20:45:00	HZSCCAS04BHW	97.629	96.663	97.113	
2017/12/20 20:30:00	2017/12/20 20:45:00	HZSCCAS09BHW	98.011	96.683	97.316	
2017/12/20 20:30:00	2017/12/20 20:45:00	HZVOLTEAS04BHW	97.874	97.162	97.491	
2017/12/20 20:30:00	2017/12/20 20:45:00	HZVOLTEAS09BHW	98.28	97.337	97.785	
2017/12/20 20:45:00	2017/12/20 21:00:00	HZSCCAS04BHW	97.596	96.554	97.039	
2017/12/20 20:45:00	2017/12/20 21:00:00	HZSCCAS09BHW	97.985	96.43	97.171	
2017/12/20 20:45:00	2017/12/20 21:00:00	HZVOLTEAS04BHW	98.01	97.263	97.61	
2017/12/20 20:45:00	2017/12/20 21:00:00	HZVOLTEAS09BHW	98.215	97.472	97.825	
2017/12/20 21:00:00	2017/12/20 21:15:00	HZSCCAS04BHW	97.622	96.292	96.912	
2017/12/20 21:00:00	2017/12/20 21:15:00	HZSCCAS09BHW	98.167	96.228	97.152	
2017/12/20 21:00:00	2017/12/20 21:15:00	HZVOLTEAS04BHW	97.821	97.246	97.514	
2017/12/20 21:00:00	2017/12/20 21:15:00	HZVOLTEAS09BHW	98.354	97.35	97.828	
2017/12/20 21:15:00	2017/12/20 21:30:00	HZSCCAS04BHW	97.562	96.27	96.875	
2017/12/20 21:15:00	2017/12/20 21:30:00	HZSCCAS09BHW	97.954	96.23	97.05	
2017/12/20 21:15:00	2017/12/20 21:30:00	HZVOLTEAS04BHW	97.779	97.22	97.48	
2017/12/20 21:15:00	2017/12/20 21:30:00	HZVOLTEAS09BHW	98.121	97.398	97.742	
2017/12/20 21:30:00	2017/12/20 21:45:00	HZSCCAS04BHW	97.414	95.949	96.634	
2017/12/20 21:30:00	2017/12/20 21:45:00	HZSCCAS09BHW	97.91	96.031	96.92	
2017/12/20 21:30:00	2017/12/20 21:45:00	HZVOLTEAS04BHW	97.304	97.085	97.188	
2017/12/20 21:30:00	2017/12/20 21:45:00	HZVOLTEAS09BHW	98.102	97.111	97.58	
2017/12/20 21:45:00	2017/12/20 22:00:00	HZSCCAS04BHW	97.279	95.912	96.551	
2017/12/20 21:45:00	2017/12/20 22:00:00	HZSCCAS09BHW	97.767	96.008	96.845	
2017/12/20 21:45:00	2017/12/20 22:00:00	HZVOLTEAS04BHW	97.595	97.075	97.318	
2017/12/20 21:45:00	2017/12/20 22:00:00	HZVOLTEAS09BHW	97.957	97.257	97.59	
2017/12/20 22:00:00	2017/12/20 22:15:00	HZSCCAS04BHW	97.487	95.549	96.466	
2017/12/20 22:00:00	2017/12/20 22:15:00	HZSCCAS09BHW	97.854	95.641	96.705	
2017/12/20 22:00:00	2017/12/20 22:15:00	HZVOLTEAS04BHW	97.386	96.826	97.093	
2017/12/20 22:00:00	2017/12/20 22:15:00	HZVOLTEAS09BHW	97.85	97.109	97.467	
2017/12/20 22:15:00	2017/12/20 22:30:00	HZSCCAS04BHW	97.445	95.416	96.373	
2017/12/20 22:15:00	2017/12/20 22:30:00	HZSCCAS09BHW	97.95	94.953	96.384	
2017/12/20 22:15:00	2017/12/20 22:30:00	HZVOLTEAS04BHW	97.158	96.872	97.008	
2017/12/20 22:15:00	2017/12/20 22:30:00	HZVOLTEAS09BHW	97.782	96.819	97.282	
2017/12/20 22:30:00	2017/12/20 22:45:00	HZSCCAS04BHW	97.213	95.074	96.082	
2017/12/20 22:30:00	2017/12/20 22:45:00	HZSCCAS09BHW	97.919	94.189	95.943	
2017/12/20 22:30:00	2017/12/20 22:45:00	HZVOLTEAS04BHW	97.074	96.69	96.87	
2017/12/20 22:30:00	2017/12/20 22:45:00	HZVOLTEAS09BHW	98.083	96.024	97	
2017/12/20 22:45:00	2017/12/20 23:00:00	HZSCCAS04BHW	97.144	94.667	95.833	
2017/12/20 22:45:00	2017/12/20 23:00:00	HZSCCAS09BHW	97.585	95.026	96.25	
2017/12/20 22:45:00	2017/12/20 23:00:00	HZVOLTEAS04BHW	97.632	96.733	97.153	
2017/12/20 22:45:00	2017/12/20 23:00:00	HZVOLTEAS09BHW	97.956	96.888	97.402	
2017/12/20 23:00:00	2017/12/20 23:15:00	HZSCCAS04BHW	97.384	94.161	95.668	
2017/12/20 23:00:00	2017/12/20 23:15:00	HZSCCAS09BHW	97.724	94.679	96.114	
2017/12/20 23:00:00	2017/12/20 23:15:00	HZVOLTEAS04BHW	97.522	96.265	96.851	
2017/12/20 23:00:00	2017/12/20 23:15:00	HZVOLTEAS09BHW	97.971	97.303	97.621	
2017/12/20 23:15:00	2017/12/20 23:30:00	HZSCCAS04BHW	97.103	93.857	95.364	
2017/12/20 23:15:00	2017/12/20 23:30:00	HZSCCAS09BHW	97.91	94.093	95.901	
2017/12/20 23:15:00	2017/12/20 23:30:00	HZVOLTEAS04BHW	97.541	96.455	96.959	
2017/12/20 23:15:00	2017/12/20 23:30:00	HZVOLTEAS09BHW	98.144	96.755	97.422	
2017/12/20 23:30:00	2017/12/20 23:45:00	HZSCCAS04BHW	97.449	93.888	95.527	
2017/12/20 23:30:00	2017/12/20 23:45:00	HZSCCAS09BHW	97.572	93.543	95.444	
2017/12/20 23:30:00	2017/12/20 23:45:00	HZVOLTEAS04BHW	97.637	96.523	97.038	
2017/12/20 23:30:00	2017/12/20 23:45:00	HZVOLTEAS09BHW	97.847	95.738	96.743	
2017/12/20 23:45:00	2017/12/21 0:00:00	HZSCCAS04BHW	96.977	93.579	95.159	
2017/12/20 23:45:00	2017/12/21 0:00:00	HZSCCAS09BHW	97.657	94.231	95.865	
2017/12/20 23:45:00	2017/12/21 0:00:00	HZVOLTEAS04BHW	97.276	95.86	96.511	
2017/12/20 23:45:00	2017/12/21 0:00:00	HZVOLTEAS09BHW	97.844	96.966	97.39	
2017/12/21 0:00:00	2017/12/21 0:15:00	HZSCCAS04BHW	97.079	93.651	95.227	
2017/12/21 0:00:00	2017/12/21 0:15:00	HZSCCAS09BHW	97.772	93.541	95.576	
2017/12/21 0:00:00	2017/12/21 0:15:00	HZVOLTEAS04BHW	97.562	95.753	96.597	
2017/12/21 0:00:00	2017/12/21 0:15:00	HZVOLTEAS09BHW	97.797	97.234	97.51	
2017/12/21 0:15:00	2017/12/21 0:30:00	HZSCCAS04BHW	97.402	93.327	95.204	
2017/12/21 0:15:00	2017/12/21 0:30:00	HZSCCAS09BHW	97.848	93.543	95.618	
2017/12/21 0:15:00	2017/12/21 0:30:00	HZVOLTEAS04BHW	97.708	95.876	96.733	
2017/12/21 0:15:00	2017/12/21 0:30:00	HZVOLTEAS09BHW	98.182	97.605	97.89	
2017/12/21 0:30:00	2017/12/21 0:45:00	HZSCCAS04BHW	97.099	92.946	94.859	
2017/12/21 0:30:00	2017/12/21 0:45:00	HZSCCAS09BHW	97.779	93.165	95.355	
2017/12/21 0:30:00	2017/12/21 0:45:00	HZVOLTEAS04BHW	97.707	95.622	96.585	
2017/12/21 0:30:00	2017/12/21 0:45:00	HZVOLTEAS09BHW	98.169	97.058	97.598	
2017/12/21 0:45:00	2017/12/21 1:00:00	HZSCCAS04BHW	97.333	92.578	94.772	
2017/12/21 0:45:00	2017/12/21 1:00:00	HZSCCAS09BHW	97.626	92.848	95.056	
2017/12/21 0:45:00	2017/12/21 1:00:00	HZVOLTEAS04BHW	97.667	96.396	97.007	
2017/12/21 0:45:00	2017/12/21 1:00:00	HZVOLTEAS09BHW	97.713	96.887	97.279	
2017/12/21 1:00:00	2017/12/21 1:15:00	HZSCCAS04BHW	97.28	93.067	94.979	
2017/12/21 1:00:00	2017/12/21 1:15:00	HZSCCAS09BHW	97.596	93.517	95.5	
2017/12/21 1:00:00	2017/12/21 1:15:00	HZVOLTEAS04BHW	97.394	95.769	96.526	
2017/12/21 1:00:00	2017/12/21 1:15:00	HZVOLTEAS09BHW	97.82	97.244	97.53	
2017/12/21 1:15:00	2017/12/21 1:30:00	HZSCCAS04BHW	97.202	92.454	94.599	
2017/12/21 1:15:00	2017/12/21 1:30:00	HZSCCAS09BHW	98.027	93.175	95.435	
2017/12/21 1:15:00	2017/12/21 1:30:00	HZVOLTEAS04BHW	97.552	94.266	95.76	
2017/12/21 1:15:00	2017/12/21 1:30:00	HZVOLTEAS09BHW	97.856	97.085	97.454	
2017/12/21 1:30:00	2017/12/21 1:45:00	HZSCCAS04BHW	97.249	92.093	94.42	
2017/12/21 1:30:00	2017/12/21 1:45:00	HZSCCAS09BHW	97.722	91.957	94.707	
2017/12/21 1:30:00	2017/12/21 1:45:00	HZVOLTEAS04BHW	97.506	94.285	95.798	
2017/12/21 1:30:00	2017/12/21 1:45:00	HZVOLTEAS09BHW	98.426	96.724	97.556	
2017/12/21 1:45:00	2017/12/21 2:00:00	HZSCCAS04BHW	96.806	91.111	93.702	
2017/12/21 1:45:00	2017/12/21 2:00:00	HZSCCAS09BHW	97.562	91.93	94.509	
2017/12/21 1:45:00	2017/12/21 2:00:00	HZVOLTEAS04BHW	96.98	92.547	94.587	
2017/12/21 1:45:00	2017/12/21 2:00:00	HZVOLTEAS09BHW	97.989	96.161	97.022	
2017/12/21 2:00:00	2017/12/21 2:15:00	HZSCCAS04BHW	97.657	91.768	94.388	
2017/12/21 2:00:00	2017/12/21 2:15:00	HZSCCAS09BHW	97.415	92.301	94.794	
2017/12/21 2:00:00	2017/12/21 2:15:00	HZVOLTEAS04BHW	96.951	93.57	95.081	
2017/12/21 2:00:00	2017/12/21 2:15:00	HZVOLTEAS09BHW	97.38	96.438	96.907	
2017/12/21 2:15:00	2017/12/21 2:30:00	HZSCCAS04BHW	97.049	92.57	94.586	
2017/12/21 2:15:00	2017/12/21 2:30:00	HZSCCAS09BHW	97.939	91.083	94.328	
2017/12/21 2:15:00	2017/12/21 2:30:00	HZVOLTEAS04BHW	97.534	93.315	95.191	
2017/12/21 2:15:00	2017/12/21 2:30:00	HZVOLTEAS09BHW	97.883	95.847	96.841	
2017/12/21 2:30:00	2017/12/21 2:45:00	HZSCCAS04BHW	97.502	91.402	94.168	
2017/12/21 2:30:00	2017/12/21 2:45:00	HZSCCAS09BHW	98.039	91.921	94.751	
2017/12/21 2:30:00	2017/12/21 2:45:00	HZVOLTEAS04BHW	97.2	92.856	94.873	
2017/12/21 2:30:00	2017/12/21 2:45:00	HZVOLTEAS09BHW	98.262	97.479	97.854	
2017/12/21 2:45:00	2017/12/21 3:00:00	HZSCCAS04BHW	97.299	90.616	93.594	
2017/12/21 2:45:00	2017/12/21 3:00:00	HZSCCAS09BHW	97.941	90.342	93.888	
2017/12/21 2:45:00	2017/12/21 3:00:00	HZVOLTEAS04BHW	97.478	92.868	94.928	
2017/12/21 2:45:00	2017/12/21 3:00:00	HZVOLTEAS09BHW	97.954	96.949	97.44	
2017/12/21 3:00:00	2017/12/21 3:15:00	HZSCCAS04BHW	97.307	89.303	92.764	
2017/12/21 3:00:00	2017/12/21 3:15:00	HZSCCAS09BHW	97.06	90.033	93.103	
2017/12/21 3:00:00	2017/12/21 3:15:00	HZVOLTEAS04BHW	97.492	92.148	94.463	
2017/12/21 3:00:00	2017/12/21 3:15:00	HZVOLTEAS09BHW	97.903	97.283	97.57	
2017/12/21 3:15:00	2017/12/21 3:30:00	HZSCCAS04BHW	97.079	90.982	93.599	
2017/12/21 3:15:00	2017/12/21 3:30:00	HZSCCAS09BHW	97.809	90.657	93.785	
2017/12/21 3:15:00	2017/12/21 3:30:00	HZVOLTEAS04BHW	98.049	92.464	94.85	
2017/12/21 3:15:00	2017/12/21 3:30:00	HZVOLTEAS09BHW	97.766	97.431	97.585	
2017/12/21 3:30:00	2017/12/21 3:45:00	HZSCCAS04BHW	97.106	90.059	93.1	
2017/12/21 3:30:00	2017/12/21 3:45:00	HZSCCAS09BHW	97.681	89.245	93.005	
2017/12/21 3:30:00	2017/12/21 3:45:00	HZVOLTEAS04BHW	96.94	92.005	94.101	
2017/12/21 3:30:00	2017/12/21 3:45:00	HZVOLTEAS09BHW	97.692	96.884	97.264	
2017/12/21 3:45:00	2017/12/21 4:00:00	HZSCCAS04BHW	96.45	87.486	91.306	
2017/12/21 3:45:00	2017/12/21 4:00:00	HZSCCAS09BHW	97.683	88.919	92.77	
2017/12/21 3:45:00	2017/12/21 4:00:00	HZVOLTEAS04BHW	96.395	92.027	93.957	
2017/12/21 3:45:00	2017/12/21 4:00:00	HZVOLTEAS09BHW	98.152	96.839	97.449	
2017/12/21 4:00:00	2017/12/21 4:15:00	HZSCCAS04BHW	97.253	86.12	90.82	
2017/12/21 4:00:00	2017/12/21 4:15:00	HZSCCAS09BHW	97.371	90.54	93.71	
2017/12/21 4:00:00	2017/12/21 4:15:00	HZVOLTEAS04BHW	97.895	93.999	95.773	
2017/12/21 4:00:00	2017/12/21 4:15:00	HZVOLTEAS09BHW	98.449	97.542	97.98	
2017/12/21 4:15:00	2017/12/21 4:30:00	HZSCCAS04BHW	97.245	86.637	91.021	
2017/12/21 4:15:00	2017/12/21 4:30:00	HZSCCAS09BHW	97.454	89.82	93.161	
2017/12/21 4:15:00	2017/12/21 4:30:00	HZVOLTEAS04BHW	97.945	95.584	96.663	
2017/12/21 4:15:00	2017/12/21 4:30:00	HZVOLTEAS09BHW	97.876	97.191	97.508	
2017/12/21 4:30:00	2017/12/21 4:45:00	HZSCCAS04BHW	97.195	86.172	90.819	
2017/12/21 4:30:00	2017/12/21 4:45:00	HZSCCAS09BHW	97.429	90.295	93.448	
2017/12/21 4:30:00	2017/12/21 4:45:00	HZVOLTEAS04BHW	97.644	93.094	95.162	
2017/12/21 4:30:00	2017/12/21 4:45:00	HZVOLTEAS09BHW	97.946	97.567	97.741	
2017/12/21 4:45:00	2017/12/21 5:00:00	HZSCCAS04BHW	97.087	91.737	93.985	
2017/12/21 4:45:00	2017/12/21 5:00:00	HZSCCAS09BHW	97.383	90.257	93.412	
2017/12/21 4:45:00	2017/12/21 5:00:00	HZVOLTEAS04BHW	97.584	93.889	95.475	
2017/12/21 4:45:00	2017/12/21 5:00:00	HZVOLTEAS09BHW	97.907	97.297	97.58	
2017/12/21 5:00:00	2017/12/21 5:15:00	HZSCCAS04BHW	97.286	91.883	94.277	
2017/12/21 5:00:00	2017/12/21 5:15:00	HZSCCAS09BHW	97.787	91.629	94.355	
2017/12/21 5:00:00	2017/12/21 5:15:00	HZVOLTEAS04BHW	97.773	93.822	95.588	
2017/12/21 5:00:00	2017/12/21 5:15:00	HZVOLTEAS09BHW	98.164	97.756	97.944	
2017/12/21 5:15:00	2017/12/21 5:30:00	HZSCCAS04BHW	97.642	92.73	94.915	
2017/12/21 5:15:00	2017/12/21 5:30:00	HZSCCAS09BHW	97.786	92.162	94.729	
2017/12/21 5:15:00	2017/12/21 5:30:00	HZVOLTEAS04BHW	97.784	96.156	96.897	
2017/12/21 5:15:00	2017/12/21 5:30:00	HZVOLTEAS09BHW	97.976	97.287	97.611	
2017/12/21 5:30:00	2017/12/21 5:45:00	HZSCCAS04BHW	97.651	92.689	94.913	
2017/12/21 5:30:00	2017/12/21 5:45:00	HZSCCAS09BHW	97.526	93.034	95.089	
2017/12/21 5:30:00	2017/12/21 5:45:00	HZVOLTEAS04BHW	97.995	95.584	96.706	
2017/12/21 5:30:00	2017/12/21 5:45:00	HZVOLTEAS09BHW	98.164	98.269	98.22	
2017/12/21 5:45:00	2017/12/21 6:00:00	HZSCCAS04BHW	96.858	93.935	95.268	
2017/12/21 5:45:00	2017/12/21 6:00:00	HZSCCAS09BHW	98.002	93.308	95.472	
2017/12/21 5:45:00	2017/12/21 6:00:00	HZVOLTEAS04BHW	97.619	96.873	97.212	
2017/12/21 5:45:00	2017/12/21 6:00:00	HZVOLTEAS09BHW	98.424	97.672	98.026	
2017/12/21 6:00:00	2017/12/21 6:15:00	HZSCCAS04BHW	97.409	94.541	95.858	
2017/12/21 6:00:00	2017/12/21 6:15:00	HZSCCAS09BHW	97.923	94.383	96.07	
2017/12/21 6:00:00	2017/12/21 6:15:00	HZVOLTEAS04BHW	98.013	97.425	97.701	
2017/12/21 6:00:00	2017/12/21 6:15:00	HZVOLTEAS09BHW	98.018	97.737	97.873	
2017/12/21 6:15:00	2017/12/21 6:30:00	HZSCCAS04BHW	97.787	95.224	96.436	
2017/12/21 6:15:00	2017/12/21 6:30:00	HZSCCAS09BHW	97.863	93.963	95.799	
2017/12/21 6:15:00	2017/12/21 6:30:00	HZVOLTEAS04BHW	97.926	96.998	97.432	
2017/12/21 6:15:00	2017/12/21 6:30:00	HZVOLTEAS09BHW	98.05	97.551	97.789	
2017/12/21 6:30:00	2017/12/21 6:45:00	HZSCCAS04BHW	97.784	95.046	96.327	
2017/12/21 6:30:00	2017/12/21 6:45:00	HZSCCAS09BHW	98.162	95.208	96.61	
2017/12/21 6:30:00	2017/12/21 6:45:00	HZVOLTEAS04BHW	98.02	97.746	97.875	
2017/12/21 6:30:00	2017/12/21 6:45:00	HZVOLTEAS09BHW	98.438	97.853	98.133	
2017/12/21 6:45:00	2017/12/21 7:00:00	HZSCCAS04BHW	97.628	95.588	96.548	
2017/12/21 6:45:00	2017/12/21 7:00:00	HZSCCAS09BHW	98.118	95.639	96.822	
2017/12/21 6:45:00	2017/12/21 7:00:00	HZVOLTEAS04BHW	98.08	97.476	97.759	
2017/12/21 6:45:00	2017/12/21 7:00:00	HZVOLTEAS09BHW	98.508	97.831	98.156	
2017/12/21 7:00:00	2017/12/21 7:15:00	HZSCCAS04BHW	98.195	96.213	97.143	
2017/12/21 7:00:00	2017/12/21 7:15:00	HZSCCAS09BHW	98.393	96.402	97.347	
2017/12/21 7:00:00	2017/12/21 7:15:00	HZVOLTEAS04BHW	98.135	97.757	97.934	
2017/12/21 7:00:00	2017/12/21 7:15:00	HZVOLTEAS09BHW	98.55	97.859	98.188	
2017/12/21 7:15:00	2017/12/21 7:30:00	HZSCCAS04BHW	98.047	96.437	97.189	
2017/12/21 7:15:00	2017/12/21 7:30:00	HZSCCAS09BHW	98.394	95.37	96.789	
2017/12/21 7:15:00	2017/12/21 7:30:00	HZVOLTEAS04BHW	98.287	97.729	97.988	
2017/12/21 7:15:00	2017/12/21 7:30:00	HZVOLTEAS09BHW	98.56	96.097	97.252	
2017/12/21 7:30:00	2017/12/21 7:45:00	HZSCCAS04BHW	98.042	96.697	97.325	
2017/12/21 7:30:00	2017/12/21 7:45:00	HZSCCAS09BHW	98.303	95.826	96.993	
2017/12/21 7:30:00	2017/12/21 7:45:00	HZVOLTEAS04BHW	98.159	97.435	97.773	
2017/12/21 7:30:00	2017/12/21 7:45:00	HZVOLTEAS09BHW	98.469	96.62	97.491	
2017/12/21 7:45:00	2017/12/21 8:00:00	HZSCCAS04BHW	97.987	97.107	97.52	
2017/12/21 7:45:00	2017/12/21 8:00:00	HZSCCAS09BHW	98.356	96.302	97.269	
2017/12/21 7:45:00	2017/12/21 8:00:00	HZVOLTEAS04BHW	98.21	97.616	97.894	
2017/12/21 7:45:00	2017/12/21 8:00:00	HZVOLTEAS09BHW	98.589	96.631	97.55	
2017/12/21 8:00:00	2017/12/21 8:15:00	HZSCCAS04BHW	98.04	97.283	97.635	
2017/12/21 8:00:00	2017/12/21 8:15:00	HZSCCAS09BHW	98.468	97.41	97.913	
