------------------在性能统计中检查CSC3300的335674320 模块CPU平均占用率大于60%------------------
获取数据失败
Connection to Sybase server has been lost. All active transactions have been rolled back
------------------在性能统计中查询1056974608 CPU平均占用率测量结果大于80%------------------
无
------------------在性能统计中查询1056974658 单板内存占用率测量结果大于85%------------------
开始时间	结束时间	单板内存平均占用率	网元名称	位置	位置名称	
------------------在性能统计中查询ATS接通率------------------
StartTime	EndTime	网元名	ATS O侧接通率	ATS T侧接通率	ATS AS 接通率	
------------------在性能统计中查询PSBC接通率------------------
StartTime	EndTime	网元名	PSBC接通率	
------------------在性能统计中查询PSBC注册成功率------------------
StartTime	EndTime	网元名	PSBC初始注册成功率	PSBC重注册成功率	
------------------在性能统计中查询CSCF接通率------------------
StartTime	EndTime	网元名	CSCF接通率	CSCF MO接通率	CSCF MT接通率	
2017/12/21 4:15:00	2017/12/21 4:30:00	HZISBG09BHW	68.401	65.423	70.625	
2017/12/21 4:15:00	2017/12/21 4:30:00	HZISBG12BHW	81.264	79.976	82.263	
2017/12/21 4:30:00	2017/12/21 4:45:00	HZISBG09BHW	66.899	64.008	69.145	
2017/12/21 4:30:00	2017/12/21 4:45:00	HZISBG12BHW	83.353	81.542	84.773	
2017/12/21 4:45:00	2017/12/21 5:00:00	HZISBG09BHW	68.691	65.836	70.864	
2017/12/21 4:45:00	2017/12/21 5:00:00	HZISBG12BHW	84.053	82.395	85.308	
2017/12/21 5:00:00	2017/12/21 5:15:00	HZISBG09BHW	73.874	71.501	75.711	
2017/12/21 5:00:00	2017/12/21 5:15:00	HZISBG12BHW	84.368	81.872	86.422	
2017/12/21 5:15:00	2017/12/21 5:30:00	HZISBG09BHW	78.548	76.41	80.245	
2017/12/21 5:15:00	2017/12/21 5:30:00	HZISBG12BHW	85.191	83.305	86.721	
2017/12/21 5:30:00	2017/12/21 5:45:00	HZISBG09BHW	80.819	78.307	82.857	
2017/12/21 5:30:00	2017/12/21 5:45:00	HZISBG12BHW	86.274	84.196	88.01	
2017/12/21 5:45:00	2017/12/21 6:00:00	HZISBG09BHW	82.097	78.885	84.705	
2017/12/21 5:45:00	2017/12/21 6:00:00	HZISBG12BHW	86.722	83.876	89.113	
2017/12/21 6:00:00	2017/12/21 6:15:00	HZISBG09BHW	83.166	79.916	85.866	
2017/12/21 6:00:00	2017/12/21 6:15:00	HZISBG12BHW	87.466	84.442	90.132	
2017/12/21 6:15:00	2017/12/21 6:30:00	HZISBG09BHW	85.116	81.841	87.84	
