------------------在性能统计中查询ATS接通率------------------
StartTime	EndTime	网元名	ATS O侧接通率	ATS T侧接通率	ATS AS 接通率	
2017/12/21 21:00:00	2017/12/21 21:15:00	HZSCCAS09BHW	98.046	96.177	97.074	
2017/12/21 21:00:00	2017/12/21 21:15:00	HZVOLTEAS04BHW	97.945	97.406	97.66	
2017/12/21 21:00:00	2017/12/21 21:15:00	HZVOLTEAS09BHW	98.19	97.385	97.771	
2017/12/21 21:15:00	2017/12/21 21:30:00	HZSCCAS04BHW	97.498	96.13	96.769	
2017/12/21 21:15:00	2017/12/21 21:30:00	HZSCCAS09BHW	97.808	95.678	96.693	
2017/12/21 21:15:00	2017/12/21 21:30:00	HZVOLTEAS04BHW	97.736	97.018	97.354	
2017/12/21 21:15:00	2017/12/21 21:30:00	HZVOLTEAS09BHW	98.107	97.366	97.72	
2017/12/21 21:30:00	2017/12/21 21:45:00	HZSCCAS04BHW	97.573	96.051	96.764	
2017/12/21 21:30:00	2017/12/21 21:45:00	HZSCCAS09BHW	98.046	95.56	96.749	
2017/12/21 21:30:00	2017/12/21 21:45:00	HZVOLTEAS04BHW	97.859	96.983	97.393	
2017/12/21 21:30:00	2017/12/21 21:45:00	HZVOLTEAS09BHW	98.231	97.202	97.696	
2017/12/21 21:45:00	2017/12/21 22:00:00	HZSCCAS04BHW	97.619	95.585	96.534	
2017/12/21 21:45:00	2017/12/21 22:00:00	HZSCCAS09BHW	98.063	95.115	96.519	
2017/12/21 21:45:00	2017/12/21 22:00:00	HZVOLTEAS04BHW	97.807	97.089	97.427	
2017/12/21 21:45:00	2017/12/21 22:00:00	HZVOLTEAS09BHW	98.05	97.066	97.537	
2017/12/21 22:00:00	2017/12/21 22:15:00	HZSCCAS04BHW	97.45	95.538	96.444	
2017/12/21 22:00:00	2017/12/21 22:15:00	HZSCCAS09BHW	97.653	94.674	96.096	
2017/12/21 22:00:00	2017/12/21 22:15:00	HZVOLTEAS04BHW	97.573	96.93	97.234	
2017/12/21 22:00:00	2017/12/21 22:15:00	HZVOLTEAS09BHW	97.606	96.742	97.158	
2017/12/21 22:15:00	2017/12/21 22:30:00	HZSCCAS04BHW	97.148	95.346	96.187	
2017/12/21 22:15:00	2017/12/21 22:30:00	HZSCCAS09BHW	97.729	94.562	96.068	
2017/12/21 22:15:00	2017/12/21 22:30:00	HZVOLTEAS04BHW	97.608	96.911	97.239	
2017/12/21 22:15:00	2017/12/21 22:30:00	HZVOLTEAS09BHW	97.635	96.976	97.293	
2017/12/21 22:30:00	2017/12/21 22:45:00	HZSCCAS04BHW	97.602	94.875	96.153	
2017/12/21 22:30:00	2017/12/21 22:45:00	HZSCCAS09BHW	97.968	94.032	95.895	
2017/12/21 22:30:00	2017/12/21 22:45:00	HZVOLTEAS04BHW	97.721	96.976	97.329	
2017/12/21 22:30:00	2017/12/21 22:45:00	HZVOLTEAS09BHW	98.045	97.033	97.518	
2017/12/21 22:45:00	2017/12/21 23:00:00	HZSCCAS04BHW	97.441	94.832	96.056	
2017/12/21 22:45:00	2017/12/21 23:00:00	HZSCCAS09BHW	97.449	93.733	95.492	
2017/12/21 22:45:00	2017/12/21 23:00:00	HZVOLTEAS04BHW	97.578	96.945	97.243	
2017/12/21 22:45:00	2017/12/21 23:00:00	HZVOLTEAS09BHW	97.705	96.979	97.327	
2017/12/21 23:00:00	2017/12/21 23:15:00	HZSCCAS04BHW	97.162	94.421	95.7	
2017/12/21 23:00:00	2017/12/21 23:15:00	HZSCCAS09BHW	97.611	94.251	95.88	
2017/12/21 23:00:00	2017/12/21 23:15:00	HZVOLTEAS04BHW	97.525	96.733	97.107	
2017/12/21 23:00:00	2017/12/21 23:15:00	HZVOLTEAS09BHW	97.826	97.116	97.464	
2017/12/21 23:15:00	2017/12/21 23:30:00	HZSCCAS04BHW	97.024	93.892	95.342	
2017/12/21 23:15:00	2017/12/21 23:30:00	HZSCCAS09BHW	97.543	93.91	95.646	
2017/12/21 23:15:00	2017/12/21 23:30:00	HZVOLTEAS04BHW	97.274	96.873	97.061	
2017/12/21 23:15:00	2017/12/21 23:30:00	HZVOLTEAS09BHW	97.79	97.406	97.593	
2017/12/21 23:30:00	2017/12/21 23:45:00	HZSCCAS04BHW	97.432	93.652	95.408	
2017/12/21 23:30:00	2017/12/21 23:45:00	HZSCCAS09BHW	96.892	93.914	95.339	
2017/12/21 23:30:00	2017/12/21 23:45:00	HZVOLTEAS04BHW	97.445	96.588	96.993	
2017/12/21 23:30:00	2017/12/21 23:45:00	HZVOLTEAS09BHW	97.2	96.713	96.949	
2017/12/21 23:45:00	2017/12/22 0:00:00	HZSCCAS04BHW	97.335	93.091	95.075	
2017/12/21 23:45:00	2017/12/22 0:00:00	HZSCCAS09BHW	97.433	94.042	95.678	
2017/12/21 23:45:00	2017/12/22 0:00:00	HZVOLTEAS04BHW	97.278	96.707	96.976	
2017/12/21 23:45:00	2017/12/22 0:00:00	HZVOLTEAS09BHW	97.579	97.017	97.292	
2017/12/22 0:15:00	2017/12/22 0:30:00	HZVOLTEAS04BHW	97.526	96.137	96.791	
2017/12/22 0:15:00	2017/12/22 0:30:00	HZVOLTEAS09BHW	97.568	96.311	96.915	
2017/12/22 0:30:00	2017/12/22 0:45:00	HZSCCAS04BHW	96.935	92.078	94.374	
2017/12/22 0:30:00	2017/12/22 0:45:00	HZSCCAS09BHW	97.45	92.92	95.084	
2017/12/22 0:30:00	2017/12/22 0:45:00	HZVOLTEAS04BHW	97.296	95.953	96.586	
2017/12/22 0:30:00	2017/12/22 0:45:00	HZVOLTEAS09BHW	97.771	96.378	97.056	
2017/12/22 0:45:00	2017/12/22 1:00:00	HZSCCAS04BHW	96.469	92.521	94.394	
2017/12/22 0:45:00	2017/12/22 1:00:00	HZSCCAS09BHW	97.177	92.356	94.609	
2017/12/22 0:45:00	2017/12/22 1:00:00	HZVOLTEAS04BHW	96.703	96.148	96.412	
2017/12/22 0:45:00	2017/12/22 1:00:00	HZVOLTEAS09BHW	97.694	96.85	97.254	
2017/12/22 1:00:00	2017/12/22 1:15:00	HZSCCAS04BHW	95.738	91.231	93.353	
2017/12/22 1:00:00	2017/12/22 1:15:00	HZSCCAS09BHW	79.22	87.577	83.346	
2017/12/22 1:00:00	2017/12/22 1:15:00	HZVOLTEAS04BHW	95.123	94.021	94.535	
2017/12/22 1:00:00	2017/12/22 1:15:00	HZVOLTEAS09BHW	84.128	84.575	84.359	
2017/12/22 1:15:00	2017/12/22 1:30:00	HZSCCAS04BHW	97.091	92.382	94.557	
2017/12/22 1:15:00	2017/12/22 1:30:00	HZSCCAS09BHW	97.074	92.057	94.414	
2017/12/22 1:15:00	2017/12/22 1:30:00	HZVOLTEAS04BHW	97.475	95.743	96.572	
2017/12/22 1:15:00	2017/12/22 1:30:00	HZVOLTEAS09BHW	97.47	97.257	97.36	
2017/12/22 1:30:00	2017/12/22 1:45:00	HZSCCAS04BHW	97.305	90.841	93.815	
2017/12/22 1:30:00	2017/12/22 1:45:00	HZSCCAS09BHW	97.335	91.647	94.322	
2017/12/22 1:30:00	2017/12/22 1:45:00	HZVOLTEAS04BHW	97.45	95.858	96.605	
2017/12/22 1:30:00	2017/12/22 1:45:00	HZVOLTEAS09BHW	97.731	95.71	96.684	
2017/12/22 1:45:00	2017/12/22 2:00:00	HZSCCAS04BHW	97.424	90.934	93.73	
2017/12/22 1:45:00	2017/12/22 2:00:00	HZSCCAS09BHW	97.213	93.542	95.268	
2017/12/22 1:45:00	2017/12/22 2:00:00	HZVOLTEAS04BHW	97.407	95.763	96.508	
2017/12/22 1:45:00	2017/12/22 2:00:00	HZVOLTEAS09BHW	97.622	94.251	95.838	
2017/12/22 2:00:00	2017/12/22 2:15:00	HZSCCAS04BHW	96.936	91.034	93.618	
2017/12/22 2:00:00	2017/12/22 2:15:00	HZSCCAS09BHW	97.649	92.518	94.91	
2017/12/22 2:00:00	2017/12/22 2:15:00	HZVOLTEAS04BHW	97.079	95.536	96.252	
2017/12/22 2:00:00	2017/12/22 2:15:00	HZVOLTEAS09BHW	97.906	96.059	96.942	
2017/12/22 2:15:00	2017/12/22 2:30:00	HZSCCAS04BHW	96.995	89.668	92.879	
2017/12/22 2:15:00	2017/12/22 2:30:00	HZSCCAS09BHW	97.789	89.792	93.521	
2017/12/22 2:15:00	2017/12/22 2:30:00	HZVOLTEAS04BHW	97.248	94.64	95.876	
2017/12/22 2:15:00	2017/12/22 2:30:00	HZVOLTEAS09BHW	98.058	96.459	97.235	
2017/12/22 2:45:00	2017/12/22 3:00:00	HZSCCAS04BHW	97.353	89.441	92.918	
2017/12/22 2:45:00	2017/12/22 3:00:00	HZSCCAS09BHW	97.643	93.79	95.545	
2017/12/22 2:45:00	2017/12/22 3:00:00	HZVOLTEAS04BHW	97.26	94.972	96.05	
2017/12/22 2:45:00	2017/12/22 3:00:00	HZVOLTEAS09BHW	98.019	95.136	96.459	
2017/12/22 3:00:00	2017/12/22 3:15:00	HZSCCAS04BHW	97.373	88.72	92.423	
2017/12/22 3:00:00	2017/12/22 3:15:00	HZSCCAS09BHW	97.475	93.415	95.297	
2017/12/22 3:00:00	2017/12/22 3:15:00	HZVOLTEAS04BHW	97.083	94.867	95.844	
2017/12/22 3:00:00	2017/12/22 3:15:00	HZVOLTEAS09BHW	97.84	95.755	96.739	
2017/12/22 3:15:00	2017/12/22 3:30:00	HZSCCAS04BHW	97.644	88.09	92.301	
2017/12/22 3:15:00	2017/12/22 3:30:00	HZSCCAS09BHW	97.211	92.104	94.418	
2017/12/22 3:15:00	2017/12/22 3:30:00	HZVOLTEAS04BHW	97.51	95.124	96.21	
2017/12/22 3:15:00	2017/12/22 3:30:00	HZVOLTEAS09BHW	97.584	94.933	96.156	
2017/12/22 3:30:00	2017/12/22 3:45:00	HZSCCAS04BHW	97.108	89.197	92.58	
2017/12/22 3:30:00	2017/12/22 3:45:00	HZSCCAS09BHW	97.964	87.958	92.668	
2017/12/22 3:30:00	2017/12/22 3:45:00	HZVOLTEAS04BHW	97.535	94.633	95.982	
2017/12/22 3:30:00	2017/12/22 3:45:00	HZVOLTEAS09BHW	98.482	96.511	97.483	
2017/12/22 3:45:00	2017/12/22 4:00:00	HZSCCAS04BHW	97.1	88.756	92.341	
2017/12/22 3:45:00	2017/12/22 4:00:00	HZSCCAS09BHW	98.535	86.333	91.77	
2017/12/22 3:45:00	2017/12/22 4:00:00	HZVOLTEAS04BHW	96.926	95.293	96.039	
2017/12/22 3:45:00	2017/12/22 4:00:00	HZVOLTEAS09BHW	98.514	97.081	97.765	
2017/12/22 4:00:00	2017/12/22 4:15:00	HZSCCAS04BHW	97.583	90.216	93.416	
2017/12/22 4:00:00	2017/12/22 4:15:00	HZSCCAS09BHW	98.043	90.937	94.211	
2017/12/22 4:00:00	2017/12/22 4:15:00	HZVOLTEAS04BHW	97.38	95.466	96.357	
2017/12/22 4:00:00	2017/12/22 4:15:00	HZVOLTEAS09BHW	98.257	96.593	97.389	
2017/12/22 4:15:00	2017/12/22 4:30:00	HZSCCAS04BHW	97.195	89.751	92.966	
2017/12/22 4:15:00	2017/12/22 4:30:00	HZSCCAS09BHW	97.475	93.315	95.23	
2017/12/22 4:15:00	2017/12/22 4:30:00	HZVOLTEAS04BHW	97.554	95.38	96.35	
2017/12/22 4:15:00	2017/12/22 4:30:00	HZVOLTEAS09BHW	96.26	96.781	96.535	
2017/12/22 4:30:00	2017/12/22 4:45:00	HZSCCAS04BHW	97.222	91.22	93.897	
2017/12/22 4:30:00	2017/12/22 4:45:00	HZSCCAS09BHW	97.347	93.059	95.07	
2017/12/22 4:30:00	2017/12/22 4:45:00	HZVOLTEAS04BHW	97.65	97.052	97.334	
2017/12/22 4:30:00	2017/12/22 4:45:00	HZVOLTEAS09BHW	97.235	97.375	97.308	
2017/12/22 4:45:00	2017/12/22 5:00:00	HZSCCAS04BHW	97.392	91.874	94.341	
2017/12/22 4:45:00	2017/12/22 5:00:00	HZSCCAS09BHW	97.986	93.127	95.451	
2017/12/22 4:45:00	2017/12/22 5:00:00	HZVOLTEAS04BHW	97.413	96.563	96.949	
2017/12/22 4:45:00	2017/12/22 5:00:00	HZVOLTEAS09BHW	98.16	96.714	97.423	
2017/12/22 5:00:00	2017/12/22 5:15:00	HZSCCAS04BHW	97.254	93.043	94.927	
2017/12/22 5:00:00	2017/12/22 5:15:00	HZSCCAS09BHW	97.35	94.028	95.543	
2017/12/22 5:00:00	2017/12/22 5:15:00	HZVOLTEAS04BHW	97.236	96.502	96.836	
2017/12/22 5:00:00	2017/12/22 5:15:00	HZVOLTEAS09BHW	97.583	96.988	97.266	
2017/12/22 5:15:00	2017/12/22 5:30:00	HZSCCAS04BHW	97.452	91.816	94.428	
2017/12/22 5:15:00	2017/12/22 5:30:00	HZSCCAS09BHW	98.207	94.748	96.329	
2017/12/22 5:15:00	2017/12/22 5:30:00	HZVOLTEAS04BHW	97.818	97.046	97.398	
2017/12/22 5:15:00	2017/12/22 5:30:00	HZVOLTEAS09BHW	98.534	97.637	98.054	
2017/12/22 5:30:00	2017/12/22 5:45:00	HZSCCAS04BHW	97.407	94.071	95.613	
2017/12/22 5:30:00	2017/12/22 5:45:00	HZSCCAS09BHW	97.826	94.818	96.234	
2017/12/22 5:30:00	2017/12/22 5:45:00	HZVOLTEAS04BHW	97.76	96.447	97.051	
2017/12/22 5:30:00	2017/12/22 5:45:00	HZVOLTEAS09BHW	98.682	97.277	97.946	
2017/12/22 5:45:00	2017/12/22 6:00:00	HZSCCAS04BHW	97.785	94.259	95.881	
2017/12/22 5:45:00	2017/12/22 6:00:00	HZSCCAS09BHW	98.041	94.244	95.973	
2017/12/22 5:45:00	2017/12/22 6:00:00	HZVOLTEAS04BHW	98.213	97.077	97.599	
2017/12/22 5:45:00	2017/12/22 6:00:00	HZVOLTEAS09BHW	97.992	97.246	97.591	
2017/12/22 6:00:00	2017/12/22 6:15:00	HZSCCAS04BHW	97.491	95.305	96.322	
2017/12/22 6:00:00	2017/12/22 6:15:00	HZSCCAS09BHW	98.081	95.3	96.619	
2017/12/22 6:00:00	2017/12/22 6:15:00	HZVOLTEAS04BHW	97.921	97.302	97.59	
2017/12/22 6:00:00	2017/12/22 6:15:00	HZVOLTEAS09BHW	98.345	97.875	98.101	
2017/12/22 6:15:00	2017/12/22 6:30:00	HZSCCAS04BHW	97.725	95.038	96.306	
2017/12/22 6:15:00	2017/12/22 6:30:00	HZSCCAS09BHW	98.146	95.423	96.714	
2017/12/22 6:15:00	2017/12/22 6:30:00	HZVOLTEAS04BHW	97.824	97.445	97.624	
2017/12/22 6:15:00	2017/12/22 6:30:00	HZVOLTEAS09BHW	98.343	97.92	98.122	
2017/12/22 6:30:00	2017/12/22 6:45:00	HZSCCAS04BHW	97.757	95.658	96.637	
2017/12/22 6:30:00	2017/12/22 6:45:00	HZSCCAS09BHW	98.387	95.293	96.759	
2017/12/22 6:30:00	2017/12/22 6:45:00	HZVOLTEAS04BHW	98.098	97.449	97.752	
2017/12/22 6:30:00	2017/12/22 6:45:00	HZVOLTEAS09BHW	98.524	97.785	98.138	
2017/12/22 6:45:00	2017/12/22 7:00:00	HZSCCAS04BHW	97.827	96.008	96.866	
2017/12/22 6:45:00	2017/12/22 7:00:00	HZSCCAS09BHW	98.351	96.212	97.216	
2017/12/22 6:45:00	2017/12/22 7:00:00	HZVOLTEAS04BHW	98.049	97.561	97.789	
2017/12/22 6:45:00	2017/12/22 7:00:00	HZVOLTEAS09BHW	98.577	97.952	98.247	
2017/12/22 7:00:00	2017/12/22 7:15:00	HZSCCAS04BHW	97.834	96.349	97.054	
2017/12/22 7:00:00	2017/12/22 7:15:00	HZSCCAS09BHW	98.372	96.653	97.47	
2017/12/22 7:00:00	2017/12/22 7:15:00	HZVOLTEAS04BHW	98.248	97.757	97.989	
2017/12/22 7:00:00	2017/12/22 7:15:00	HZVOLTEAS09BHW	98.495	97.81	98.136	
2017/12/22 7:15:00	2017/12/22 7:30:00	HZSCCAS04BHW	97.93	96.577	97.216	
2017/12/22 7:15:00	2017/12/22 7:30:00	HZSCCAS09BHW	98.326	96.818	97.541	
2017/12/22 7:15:00	2017/12/22 7:30:00	HZVOLTEAS04BHW	98.133	97.619	97.861	
2017/12/22 7:15:00	2017/12/22 7:30:00	HZVOLTEAS09BHW	98.512	97.761	98.121	
2017/12/22 7:30:00	2017/12/22 7:45:00	HZSCCAS04BHW	97.927	97.054	97.465	
2017/12/22 7:30:00	2017/12/22 7:45:00	HZSCCAS09BHW	98.374	97.326	97.828	
2017/12/22 7:30:00	2017/12/22 7:45:00	HZVOLTEAS04BHW	98.179	97.455	97.794	
2017/12/22 7:30:00	2017/12/22 7:45:00	HZVOLTEAS09BHW	98.615	97.751	98.163	
2017/12/22 7:45:00	2017/12/22 8:00:00	HZSCCAS04BHW	98.134	97.152	97.617	
2017/12/22 7:45:00	2017/12/22 8:00:00	HZSCCAS09BHW	98.511	97.357	97.91	
2017/12/22 7:45:00	2017/12/22 8:00:00	HZVOLTEAS04BHW	98.302	97.448	97.851	
2017/12/22 7:45:00	2017/12/22 8:00:00	HZVOLTEAS09BHW	98.665	97.673	98.145	
2017/12/22 8:00:00	2017/12/22 8:15:00	HZSCCAS04BHW	98.14	97.327	97.708	
2017/12/22 8:00:00	2017/12/22 8:15:00	HZSCCAS09BHW	98.516	97.472	97.971	
2017/12/22 8:00:00	2017/12/22 8:15:00	HZVOLTEAS04BHW	98.297	97.338	97.783	
2017/12/22 8:00:00	2017/12/22 8:15:00	HZVOLTEAS09BHW	98.67	97.542	98.078	
2017/12/22 8:15:00	2017/12/22 8:30:00	HZSCCAS04BHW	98.096	97.454	97.756	
2017/12/22 8:15:00	2017/12/22 8:30:00	HZSCCAS09BHW	98.33	97.642	97.968	
2017/12/22 8:15:00	2017/12/22 8:30:00	HZVOLTEAS04BHW	98.299	97.427	97.835	
2017/12/22 8:15:00	2017/12/22 8:30:00	HZVOLTEAS09BHW	98.613	97.528	98.039	
2017/12/22 8:30:00	2017/12/22 8:45:00	HZSCCAS04BHW	98.093	97.437	97.74	
2017/12/22 8:30:00	2017/12/22 8:45:00	HZSCCAS09BHW	98.461	97.72	98.07	
2017/12/22 8:30:00	2017/12/22 8:45:00	HZVOLTEAS04BHW	98.216	97.171	97.651	
2017/12/22 8:30:00	2017/12/22 8:45:00	HZVOLTEAS09BHW	98.602	97.43	97.98	
2017/12/22 8:45:00	2017/12/22 9:00:00	HZSCCAS04BHW	98.05	97.401	97.693	
2017/12/22 8:45:00	2017/12/22 9:00:00	HZSCCAS09BHW	98.461	97.8	98.11	
2017/12/22 8:45:00	2017/12/22 9:00:00	HZVOLTEAS04BHW	98.223	97.344	97.735	
2017/12/22 8:45:00	2017/12/22 9:00:00	HZVOLTEAS09BHW	98.601	97.156	97.829	
2017/12/22 9:00:00	2017/12/22 9:15:00	HZSCCAS04BHW	98.069	97.229	97.602	
2017/12/22 9:00:00	2017/12/22 9:15:00	HZSCCAS09BHW	98.433	97.842	98.113	
2017/12/22 9:00:00	2017/12/22 9:15:00	HZVOLTEAS04BHW	98.211	97.2	97.646	
2017/12/22 9:00:00	2017/12/22 9:15:00	HZVOLTEAS09BHW	98.526	97.394	97.911	
2017/12/22 9:15:00	2017/12/22 9:30:00	HZSCCAS04BHW	97.989	97.233	97.564	
2017/12/22 9:15:00	2017/12/22 9:30:00	HZSCCAS09BHW	98.482	97.747	98.079	
2017/12/22 9:15:00	2017/12/22 9:30:00	HZVOLTEAS04BHW	98.26	97.292	97.714	
2017/12/22 9:15:00	2017/12/22 9:30:00	HZVOLTEAS09BHW	98.586	97.367	97.916	
2017/12/22 9:30:00	2017/12/22 9:45:00	HZSCCAS04BHW	98.025	97.215	97.563	
2017/12/22 9:30:00	2017/12/22 9:45:00	HZSCCAS09BHW	98.522	97.654	98.047	
2017/12/22 9:30:00	2017/12/22 9:45:00	HZVOLTEAS04BHW	98.028	97.058	97.473	
2017/12/22 9:30:00	2017/12/22 9:45:00	HZVOLTEAS09BHW	98.503	97.156	97.763	
2017/12/22 9:45:00	2017/12/22 10:00:00	HZSCCAS04BHW	97.953	97.273	97.564	
2017/12/22 9:45:00	2017/12/22 10:00:00	HZSCCAS09BHW	98.383	97.652	97.982	
2017/12/22 9:45:00	2017/12/22 10:00:00	HZVOLTEAS04BHW	97.95	97.123	97.477	
2017/12/22 9:45:00	2017/12/22 10:00:00	HZVOLTEAS09BHW	98.402	97.119	97.695	
2017/12/22 10:00:00	2017/12/22 10:15:00	HZSCCAS04BHW	97.985	97.255	97.566	
2017/12/22 10:00:00	2017/12/22 10:15:00	HZSCCAS09BHW	98.364	97.721	98.01	
2017/12/22 10:00:00	2017/12/22 10:15:00	HZVOLTEAS04BHW	98.004	97.052	97.457	
2017/12/22 10:00:00	2017/12/22 10:15:00	HZVOLTEAS09BHW	98.413	97.205	97.745	
2017/12/22 10:15:00	2017/12/22 10:30:00	HZSCCAS04BHW	98.004	97.388	97.651	
2017/12/22 10:15:00	2017/12/22 10:30:00	HZSCCAS09BHW	98.436	97.752	98.059	
2017/12/22 10:15:00	2017/12/22 10:30:00	HZVOLTEAS04BHW	98.062	97.164	97.547	
2017/12/22 10:15:00	2017/12/22 10:30:00	HZVOLTEAS09BHW	98.471	97.212	97.774	
2017/12/22 10:30:00	2017/12/22 10:45:00	HZSCCAS04BHW	97.978	97.415	97.656	
2017/12/22 10:30:00	2017/12/22 10:45:00	HZSCCAS09BHW	98.423	97.898	98.135	
2017/12/22 10:30:00	2017/12/22 10:45:00	HZVOLTEAS04BHW	98.14	97.187	97.595	
2017/12/22 10:30:00	2017/12/22 10:45:00	HZVOLTEAS09BHW	98.506	97.371	97.879	
2017/12/22 10:45:00	2017/12/22 11:00:00	HZSCCAS04BHW	97.896	97.372	97.595	
2017/12/22 10:45:00	2017/12/22 11:00:00	HZSCCAS09BHW	98.389	97.827	98.081	
2017/12/22 10:45:00	2017/12/22 11:00:00	HZVOLTEAS04BHW	98.04	97.221	97.57	
2017/12/22 10:45:00	2017/12/22 11:00:00	HZVOLTEAS09BHW	98.403	97.334	97.812	
2017/12/22 11:00:00	2017/12/22 11:15:00	HZSCCAS04BHW	98.034	97.455	97.702	
2017/12/22 11:00:00	2017/12/22 11:15:00	HZSCCAS09BHW	98.409	97.798	98.075	
2017/12/22 11:00:00	2017/12/22 11:15:00	HZVOLTEAS04BHW	98.123	97.325	97.664	
2017/12/22 11:00:00	2017/12/22 11:15:00	HZVOLTEAS09BHW	98.351	97.328	97.789	
2017/12/22 11:15:00	2017/12/22 11:30:00	HZSCCAS04BHW	97.945	97.257	97.553	
2017/12/22 11:15:00	2017/12/22 11:30:00	HZSCCAS09BHW	98.332	97.818	98.05	
2017/12/22 11:15:00	2017/12/22 11:30:00	HZVOLTEAS04BHW	98.071	97.42	97.7	
2017/12/22 11:15:00	2017/12/22 11:30:00	HZVOLTEAS09BHW	98.51	97.511	97.96	
2017/12/22 11:30:00	2017/12/22 11:45:00	HZSCCAS04BHW	97.945	97.202	97.526	
2017/12/22 11:30:00	2017/12/22 11:45:00	HZSCCAS09BHW	98.375	97.726	98.023	
2017/12/22 11:30:00	2017/12/22 11:45:00	HZVOLTEAS04BHW	97.901	97	97.392	
2017/12/22 11:30:00	2017/12/22 11:45:00	HZVOLTEAS09BHW	98.425	97.403	97.868	
2017/12/22 11:45:00	2017/12/22 12:00:00	HZSCCAS04BHW	97.948	97.217	97.539	
2017/12/22 11:45:00	2017/12/22 12:00:00	HZSCCAS09BHW	98.374	97.58	97.945	
2017/12/22 11:45:00	2017/12/22 12:00:00	HZVOLTEAS04BHW	97.902	96.966	97.377	
2017/12/22 11:45:00	2017/12/22 12:00:00	HZVOLTEAS09BHW	98.271	97.337	97.764	
2017/12/22 12:00:00	2017/12/22 12:15:00	HZSCCAS04BHW	97.959	97.58	97.757	
2017/12/22 12:00:00	2017/12/22 12:15:00	HZSCCAS09BHW	98.332	98.046	98.182	
2017/12/22 12:00:00	2017/12/22 12:15:00	HZVOLTEAS04BHW	97.898	97.127	97.484	
2017/12/22 12:00:00	2017/12/22 12:15:00	HZVOLTEAS09BHW	98.433	97.391	97.883	
2017/12/22 12:15:00	2017/12/22 12:30:00	HZSCCAS04BHW	98.013	97.655	97.823	
2017/12/22 12:15:00	2017/12/22 12:30:00	HZSCCAS09BHW	98.452	97.955	98.191	
2017/12/22 12:15:00	2017/12/22 12:30:00	HZVOLTEAS04BHW	98.192	97.272	97.697	
2017/12/22 12:15:00	2017/12/22 12:30:00	HZVOLTEAS09BHW	98.457	97.353	97.872	
2017/12/22 12:30:00	2017/12/22 12:45:00	HZSCCAS04BHW	97.897	97.67	97.776	
2017/12/22 12:30:00	2017/12/22 12:45:00	HZSCCAS09BHW	98.378	98.01	98.185	
2017/12/22 12:30:00	2017/12/22 12:45:00	HZVOLTEAS04BHW	98.033	97.193	97.582	
2017/12/22 12:30:00	2017/12/22 12:45:00	HZVOLTEAS09BHW	98.504	97.5	97.974	
2017/12/22 12:45:00	2017/12/22 13:00:00	HZSCCAS04BHW	97.884	97.673	97.772	
2017/12/22 12:45:00	2017/12/22 13:00:00	HZSCCAS09BHW	98.42	98.005	98.202	
2017/12/22 12:45:00	2017/12/22 13:00:00	HZVOLTEAS04BHW	98.094	97.304	97.669	
2017/12/22 12:45:00	2017/12/22 13:00:00	HZVOLTEAS09BHW	98.531	97.459	97.964	
2017/12/22 13:00:00	2017/12/22 13:15:00	HZSCCAS04BHW	97.953	97.526	97.722	
2017/12/22 13:00:00	2017/12/22 13:15:00	HZSCCAS09BHW	98.355	97.93	98.13	
2017/12/22 13:00:00	2017/12/22 13:15:00	HZVOLTEAS04BHW	98.067	97.276	97.637	
2017/12/22 13:00:00	2017/12/22 13:15:00	HZVOLTEAS09BHW	98.472	97.367	97.884	
2017/12/22 13:15:00	2017/12/22 13:30:00	HZSCCAS04BHW	97.963	97.429	97.669	
2017/12/22 13:15:00	2017/12/22 13:30:00	HZSCCAS09BHW	98.373	97.918	98.13	
2017/12/22 13:15:00	2017/12/22 13:30:00	HZVOLTEAS04BHW	98.069	97.412	97.705	
2017/12/22 13:15:00	2017/12/22 13:30:00	HZVOLTEAS09BHW	98.508	97.32	97.869	
2017/12/22 13:30:00	2017/12/22 13:45:00	HZSCCAS04BHW	97.861	97.175	97.474	
2017/12/22 13:30:00	2017/12/22 13:45:00	HZSCCAS09BHW	98.349	97.809	98.055	
2017/12/22 13:30:00	2017/12/22 13:45:00	HZVOLTEAS04BHW	97.844	97.233	97.499	
2017/12/22 13:30:00	2017/12/22 13:45:00	HZVOLTEAS09BHW	98.408	97.403	97.858	
2017/12/22 13:45:00	2017/12/22 14:00:00	HZSCCAS04BHW	97.878	97.13	97.45	
2017/12/22 13:45:00	2017/12/22 14:00:00	HZSCCAS09BHW	98.373	97.744	98.029	
2017/12/22 13:45:00	2017/12/22 14:00:00	HZVOLTEAS04BHW	97.979	97.261	97.569	
2017/12/22 13:45:00	2017/12/22 14:00:00	HZVOLTEAS09BHW	98.434	97.427	97.881	
2017/12/22 14:00:00	2017/12/22 14:15:00	HZSCCAS04BHW	97.9	97.036	97.403	
2017/12/22 14:00:00	2017/12/22 14:15:00	HZSCCAS09BHW	98.37	97.763	98.036	
2017/12/22 14:00:00	2017/12/22 14:15:00	HZVOLTEAS04BHW	97.942	97.226	97.53	
2017/12/22 14:00:00	2017/12/22 14:15:00	HZVOLTEAS09BHW	98.413	97.294	97.795	
2017/12/22 14:15:00	2017/12/22 14:30:00	HZSCCAS04BHW	97.838	97.08	97.398	
2017/12/22 14:15:00	2017/12/22 14:30:00	HZSCCAS09BHW	98.328	97.716	97.992	
