------------------在性能统计中检查CSC3300的335674320 模块CPU平均占用率大于60%------------------
获取数据失败
Connection to Sybase server has been lost. All active transactions have been rolled back
------------------在性能统计中查询1056974608 CPU平均占用率测量结果大于80%------------------
无
------------------在性能统计中查询1056974658 单板内存占用率测量结果大于85%------------------
开始时间	结束时间	单板内存平均占用率	网元名称	位置	位置名称	
------------------在性能统计中查询ATS接通率------------------
StartTime	EndTime	网元名	ATS O侧接通率	ATS T侧接通率	ATS AS 接通率	
------------------在性能统计中查询PSBC接通率------------------
StartTime	EndTime	网元名	PSBC接通率	
2017/12/21 12:15:00	2017/12/21 12:30:00	HZPSBC14BHW	92.649	
2017/12/21 12:30:00	2017/12/21 12:45:00	HZPSBC13BHW	92.597	
2017/12/21 12:30:00	2017/12/21 12:45:00	HZPSBC14BHW	92.624	
2017/12/21 12:45:00	2017/12/21 13:00:00	HZPSBC13BHW	92.616	
2017/12/21 12:45:00	2017/12/21 13:00:00	HZPSBC14BHW	92.706	
2017/12/21 13:00:00	2017/12/21 13:15:00	HZPSBC13BHW	92.73	
2017/12/21 13:00:00	2017/12/21 13:15:00	HZPSBC14BHW	92.748	
2017/12/21 13:15:00	2017/12/21 13:30:00	HZPSBC13BHW	92.772	
2017/12/21 13:15:00	2017/12/21 13:30:00	HZPSBC14BHW	92.757	
2017/12/21 13:30:00	2017/12/21 13:45:00	HZPSBC13BHW	92.852	
2017/12/21 13:30:00	2017/12/21 13:45:00	HZPSBC14BHW	92.885	
2017/12/21 13:45:00	2017/12/21 14:00:00	HZPSBC13BHW	92.899	
2017/12/21 13:45:00	2017/12/21 14:00:00	HZPSBC14BHW	92.887	
2017/12/21 14:00:00	2017/12/21 14:15:00	HZPSBC13BHW	92.9	
2017/12/21 14:00:00	2017/12/21 14:15:00	HZPSBC14BHW	92.823	
2017/12/21 14:15:00	2017/12/21 14:30:00	HZPSBC13BHW	92.898	
2017/12/21 14:15:00	2017/12/21 14:30:00	HZPSBC14BHW	92.863	
2017/12/21 14:30:00	2017/12/21 14:45:00	HZPSBC13BHW	92.964	
2017/12/21 14:30:00	2017/12/21 14:45:00	HZPSBC14BHW	92.79	
2017/12/21 14:45:00	2017/12/21 15:00:00	HZPSBC13BHW	92.968	
2017/12/21 14:45:00	2017/12/21 15:00:00	HZPSBC14BHW	92.877	
2017/12/21 15:00:00	2017/12/21 15:15:00	HZPSBC13BHW	92.906	
2017/12/21 15:00:00	2017/12/21 15:15:00	HZPSBC14BHW	92.932	
2017/12/21 15:15:00	2017/12/21 15:30:00	HZPSBC13BHW	92.935	
2017/12/21 15:15:00	2017/12/21 15:30:00	HZPSBC14BHW	92.981	
2017/12/21 15:30:00	2017/12/21 15:45:00	HZPSBC13BHW	92.999	
2017/12/21 15:30:00	2017/12/21 15:45:00	HZPSBC14BHW	92.947	
2017/12/21 15:45:00	2017/12/21 16:00:00	HZPSBC13BHW	93.079	
2017/12/21 15:45:00	2017/12/21 16:00:00	HZPSBC14BHW	92.969	
2017/12/21 16:00:00	2017/12/21 16:15:00	HZPSBC13BHW	93.055	
2017/12/21 16:00:00	2017/12/21 16:15:00	HZPSBC14BHW	92.939	
2017/12/21 16:15:00	2017/12/21 16:30:00	HZPSBC13BHW	93.093	
2017/12/21 16:15:00	2017/12/21 16:30:00	HZPSBC14BHW	93.138	
2017/12/21 16:30:00	2017/12/21 16:45:00	HZPSBC13BHW	93.145	
2017/12/21 16:30:00	2017/12/21 16:45:00	HZPSBC14BHW	93.09	
2017/12/21 16:45:00	2017/12/21 17:00:00	HZPSBC13BHW	93.178	
2017/12/21 16:45:00	2017/12/21 17:00:00	HZPSBC14BHW	93.093	
2017/12/21 17:00:00	2017/12/21 17:15:00	HZPSBC13BHW	93.166	
2017/12/21 17:00:00	2017/12/21 17:15:00	HZPSBC14BHW	93.051	
2017/12/21 17:15:00	2017/12/21 17:30:00	HZPSBC13BHW	93.046	
2017/12/21 17:15:00	2017/12/21 17:30:00	HZPSBC14BHW	92.893	
2017/12/21 17:30:00	2017/12/21 17:45:00	HZPSBC13BHW	92.896	
2017/12/21 17:30:00	2017/12/21 17:45:00	HZPSBC14BHW	92.886	
2017/12/21 17:45:00	2017/12/21 18:00:00	HZPSBC13BHW	92.816	
2017/12/21 17:45:00	2017/12/21 18:00:00	HZPSBC14BHW	92.85	
2017/12/21 18:00:00	2017/12/21 18:15:00	HZPSBC13BHW	92.846	
2017/12/21 18:00:00	2017/12/21 18:15:00	HZPSBC14BHW	92.663	
2017/12/21 18:15:00	2017/12/21 18:30:00	HZPSBC13BHW	92.567	
2017/12/21 18:15:00	2017/12/21 18:30:00	HZPSBC14BHW	92.501	
2017/12/21 18:30:00	2017/12/21 18:45:00	HZPSBC13BHW	92.478	
2017/12/21 18:30:00	2017/12/21 18:45:00	HZPSBC14BHW	92.39	
2017/12/21 18:45:00	2017/12/21 19:00:00	HZPSBC13BHW	92.16	
2017/12/21 18:45:00	2017/12/21 19:00:00	HZPSBC14BHW	92.26	
2017/12/21 19:00:00	2017/12/21 19:15:00	HZPSBC13BHW	92.139	
2017/12/21 19:00:00	2017/12/21 19:15:00	HZPSBC14BHW	92.187	
2017/12/21 19:15:00	2017/12/21 19:30:00	HZPSBC13BHW	92.066	
2017/12/21 19:15:00	2017/12/21 19:30:00	HZPSBC14BHW	92.167	
2017/12/21 19:30:00	2017/12/21 19:45:00	HZPSBC13BHW	91.925	
2017/12/21 19:30:00	2017/12/21 19:45:00	HZPSBC14BHW	91.94	
2017/12/21 19:45:00	2017/12/21 20:00:00	HZPSBC13BHW	91.99	
2017/12/21 19:45:00	2017/12/21 20:00:00	HZPSBC14BHW	92.026	
2017/12/21 20:00:00	2017/12/21 20:15:00	HZPSBC13BHW	91.744	
2017/12/21 20:00:00	2017/12/21 20:15:00	HZPSBC14BHW	91.682	
2017/12/21 20:15:00	2017/12/21 20:30:00	HZPSBC13BHW	91.86	
2017/12/21 20:15:00	2017/12/21 20:30:00	HZPSBC14BHW	91.788	
2017/12/21 20:30:00	2017/12/21 20:45:00	HZPSBC13BHW	91.748	
2017/12/21 20:30:00	2017/12/21 20:45:00	HZPSBC14BHW	91.682	
2017/12/21 20:45:00	2017/12/21 21:00:00	HZPSBC13BHW	91.73	
2017/12/21 20:45:00	2017/12/21 21:00:00	HZPSBC14BHW	91.592	
2017/12/21 21:00:00	2017/12/21 21:15:00	HZPSBC13BHW	91.935	
2017/12/21 21:00:00	2017/12/21 21:15:00	HZPSBC14BHW	91.735	
2017/12/21 21:15:00	2017/12/21 21:30:00	HZPSBC13BHW	91.388	
2017/12/21 21:15:00	2017/12/21 21:30:00	HZPSBC14BHW	91.488	
2017/12/21 21:30:00	2017/12/21 21:45:00	HZPSBC13BHW	91.192	
2017/12/21 21:30:00	2017/12/21 21:45:00	HZPSBC14BHW	91.211	
2017/12/21 21:45:00	2017/12/21 22:00:00	HZPSBC13BHW	90.964	
2017/12/21 21:45:00	2017/12/21 22:00:00	HZPSBC14BHW	91.024	
2017/12/21 22:00:00	2017/12/21 22:15:00	HZPSBC13BHW	90.961	
2017/12/21 22:00:00	2017/12/21 22:15:00	HZPSBC14BHW	90.659	
2017/12/21 22:15:00	2017/12/21 22:30:00	HZPSBC13BHW	90.951	
2017/12/21 22:15:00	2017/12/21 22:30:00	HZPSBC14BHW	90.988	
2017/12/21 22:30:00	2017/12/21 22:45:00	HZPSBC13BHW	90.993	
2017/12/21 22:30:00	2017/12/21 22:45:00	HZPSBC14BHW	90.588	
2017/12/21 22:45:00	2017/12/21 23:00:00	HZPSBC13BHW	90.169	
2017/12/21 22:45:00	2017/12/21 23:00:00	HZPSBC14BHW	89.928	
2017/12/21 23:00:00	2017/12/21 23:15:00	HZPSBC13BHW	90.715	
2017/12/21 23:00:00	2017/12/21 23:15:00	HZPSBC14BHW	90.547	
2017/12/21 23:15:00	2017/12/21 23:30:00	HZPSBC13BHW	90.546	
2017/12/21 23:15:00	2017/12/21 23:30:00	HZPSBC14BHW	90.312	
2017/12/21 23:30:00	2017/12/21 23:45:00	HZPSBC13BHW	90.504	
2017/12/21 23:30:00	2017/12/21 23:45:00	HZPSBC14BHW	90.348	
2017/12/22 0:00:00	2017/12/22 0:15:00	HZPSBC13BHW	90.301	
2017/12/22 0:00:00	2017/12/22 0:15:00	HZPSBC14BHW	90.369	
2017/12/22 0:15:00	2017/12/22 0:30:00	HZPSBC13BHW	88.866	
2017/12/22 0:15:00	2017/12/22 0:30:00	HZPSBC14BHW	88.94	
2017/12/22 0:30:00	2017/12/22 0:45:00	HZPSBC13BHW	88.8	
2017/12/22 0:30:00	2017/12/22 0:45:00	HZPSBC14BHW	89.952	
2017/12/22 0:45:00	2017/12/22 1:00:00	HZPSBC13BHW	89.856	
2017/12/22 0:45:00	2017/12/22 1:00:00	HZPSBC14BHW	90.364	
2017/12/22 1:00:00	2017/12/22 1:15:00	HZPSBC13BHW	89.222	
2017/12/22 1:00:00	2017/12/22 1:15:00	HZPSBC14BHW	88.561	
2017/12/22 1:15:00	2017/12/22 1:30:00	HZPSBC13BHW	89.97	
2017/12/22 1:15:00	2017/12/22 1:30:00	HZPSBC14BHW	90.011	
2017/12/22 1:30:00	2017/12/22 1:45:00	HZPSBC13BHW	89.416	
2017/12/22 1:30:00	2017/12/22 1:45:00	HZPSBC14BHW	89.09	
2017/12/22 1:45:00	2017/12/22 2:00:00	HZPSBC13BHW	89.044	
2017/12/22 1:45:00	2017/12/22 2:00:00	HZPSBC14BHW	88.761	
2017/12/22 2:00:00	2017/12/22 2:15:00	HZPSBC13BHW	88.944	
2017/12/22 2:00:00	2017/12/22 2:15:00	HZPSBC14BHW	89.523	
2017/12/22 2:15:00	2017/12/22 2:30:00	HZPSBC13BHW	89.506	
2017/12/22 2:15:00	2017/12/22 2:30:00	HZPSBC14BHW	89.356	
2017/12/22 2:30:00	2017/12/22 2:45:00	HZPSBC13BHW	89.258	
2017/12/22 2:30:00	2017/12/22 2:45:00	HZPSBC14BHW	90.862	
2017/12/22 2:45:00	2017/12/22 3:00:00	HZPSBC13BHW	88.961	
2017/12/22 2:45:00	2017/12/22 3:00:00	HZPSBC14BHW	89.688	
2017/12/22 3:00:00	2017/12/22 3:15:00	HZPSBC13BHW	89.611	
2017/12/22 3:00:00	2017/12/22 3:15:00	HZPSBC14BHW	90.197	
2017/12/22 3:15:00	2017/12/22 3:30:00	HZPSBC13BHW	88.633	
2017/12/22 3:15:00	2017/12/22 3:30:00	HZPSBC14BHW	88.964	
2017/12/22 3:30:00	2017/12/22 3:45:00	HZPSBC13BHW	88.447	
2017/12/22 3:30:00	2017/12/22 3:45:00	HZPSBC14BHW	89.415	
2017/12/22 3:45:00	2017/12/22 4:00:00	HZPSBC13BHW	88.945	
2017/12/22 3:45:00	2017/12/22 4:00:00	HZPSBC14BHW	89.938	
2017/12/22 4:00:00	2017/12/22 4:15:00	HZPSBC13BHW	89.45	
2017/12/22 4:00:00	2017/12/22 4:15:00	HZPSBC14BHW	90.017	
2017/12/22 4:15:00	2017/12/22 4:30:00	HZPSBC13BHW	90.093	
2017/12/22 4:15:00	2017/12/22 4:30:00	HZPSBC14BHW	90.602	
2017/12/22 4:30:00	2017/12/22 4:45:00	HZPSBC13BHW	89.715	
2017/12/22 4:30:00	2017/12/22 4:45:00	HZPSBC14BHW	90.187	
2017/12/22 4:45:00	2017/12/22 5:00:00	HZPSBC13BHW	90.545	
2017/12/22 4:45:00	2017/12/22 5:00:00	HZPSBC14BHW	90.753	
2017/12/22 5:00:00	2017/12/22 5:15:00	HZPSBC13BHW	90.788	
2017/12/22 5:00:00	2017/12/22 5:15:00	HZPSBC14BHW	91.345	
2017/12/22 5:15:00	2017/12/22 5:30:00	HZPSBC13BHW	90.851	
2017/12/22 5:15:00	2017/12/22 5:30:00	HZPSBC14BHW	90.978	
2017/12/22 5:30:00	2017/12/22 5:45:00	HZPSBC13BHW	90.935	
2017/12/22 5:30:00	2017/12/22 5:45:00	HZPSBC14BHW	89.901	
2017/12/22 5:45:00	2017/12/22 6:00:00	HZPSBC13BHW	91.154	
2017/12/22 5:45:00	2017/12/22 6:00:00	HZPSBC14BHW	91.025	
2017/12/22 6:00:00	2017/12/22 6:15:00	HZPSBC13BHW	91.161	
2017/12/22 6:00:00	2017/12/22 6:15:00	HZPSBC14BHW	90.963	
2017/12/22 6:15:00	2017/12/22 6:30:00	HZPSBC13BHW	91.565	
2017/12/22 6:15:00	2017/12/22 6:30:00	HZPSBC14BHW	91.457	
2017/12/22 6:30:00	2017/12/22 6:45:00	HZPSBC13BHW	91.972	
2017/12/22 6:30:00	2017/12/22 6:45:00	HZPSBC14BHW	92.137	
2017/12/22 6:45:00	2017/12/22 7:00:00	HZPSBC13BHW	92.141	
2017/12/22 6:45:00	2017/12/22 7:00:00	HZPSBC14BHW	91.998	
2017/12/22 7:00:00	2017/12/22 7:15:00	HZPSBC13BHW	92.159	
2017/12/22 7:00:00	2017/12/22 7:15:00	HZPSBC14BHW	92.363	
2017/12/22 7:15:00	2017/12/22 7:30:00	HZPSBC13BHW	92.555	
2017/12/22 7:15:00	2017/12/22 7:30:00	HZPSBC14BHW	92.755	
2017/12/22 7:30:00	2017/12/22 7:45:00	HZPSBC13BHW	92.387	
2017/12/22 7:30:00	2017/12/22 7:45:00	HZPSBC14BHW	92.298	
2017/12/22 7:45:00	2017/12/22 8:00:00	HZPSBC13BHW	92.965	
2017/12/22 7:45:00	2017/12/22 8:00:00	HZPSBC14BHW	92.982	
2017/12/22 8:00:00	2017/12/22 8:15:00	HZPSBC13BHW	92.821	
2017/12/22 8:00:00	2017/12/22 8:15:00	HZPSBC14BHW	93.088	
2017/12/22 8:15:00	2017/12/22 8:30:00	HZPSBC13BHW	93.071	
2017/12/22 8:15:00	2017/12/22 8:30:00	HZPSBC14BHW	93.093	
2017/12/22 8:30:00	2017/12/22 8:45:00	HZPSBC13BHW	92.991	
2017/12/22 8:30:00	2017/12/22 8:45:00	HZPSBC14BHW	93.009	
2017/12/22 8:45:00	2017/12/22 9:00:00	HZPSBC13BHW	92.895	
2017/12/22 8:45:00	2017/12/22 9:00:00	HZPSBC14BHW	93.039	
2017/12/22 9:00:00	2017/12/22 9:15:00	HZPSBC13BHW	92.875	
2017/12/22 9:00:00	2017/12/22 9:15:00	HZPSBC14BHW	92.952	
2017/12/22 9:15:00	2017/12/22 9:30:00	HZPSBC13BHW	93.017	
2017/12/22 9:15:00	2017/12/22 9:30:00	HZPSBC14BHW	93.041	
2017/12/22 9:30:00	2017/12/22 9:45:00	HZPSBC13BHW	92.921	
2017/12/22 9:30:00	2017/12/22 9:45:00	HZPSBC14BHW	92.86	
2017/12/22 9:45:00	2017/12/22 10:00:00	HZPSBC13BHW	92.895	
2017/12/22 9:45:00	2017/12/22 10:00:00	HZPSBC14BHW	92.886	
2017/12/22 10:00:00	2017/12/22 10:15:00	HZPSBC13BHW	92.817	
2017/12/22 10:00:00	2017/12/22 10:15:00	HZPSBC14BHW	92.691	
2017/12/22 10:15:00	2017/12/22 10:30:00	HZPSBC13BHW	92.858	
2017/12/22 10:15:00	2017/12/22 10:30:00	HZPSBC14BHW	92.938	
2017/12/22 10:30:00	2017/12/22 10:45:00	HZPSBC13BHW	93.038	
2017/12/22 10:30:00	2017/12/22 10:45:00	HZPSBC14BHW	92.981	
2017/12/22 10:45:00	2017/12/22 11:00:00	HZPSBC13BHW	92.994	
2017/12/22 10:45:00	2017/12/22 11:00:00	HZPSBC14BHW	92.942	
2017/12/22 11:00:00	2017/12/22 11:15:00	HZPSBC13BHW	93.126	
2017/12/22 11:00:00	2017/12/22 11:15:00	HZPSBC14BHW	93.07	
2017/12/22 11:15:00	2017/12/22 11:30:00	HZPSBC13BHW	93.037	
2017/12/22 11:15:00	2017/12/22 11:30:00	HZPSBC14BHW	93.168	
2017/12/22 11:30:00	2017/12/22 11:45:00	HZPSBC13BHW	92.999	
2017/12/22 11:30:00	2017/12/22 11:45:00	HZPSBC14BHW	93.065	
2017/12/22 11:45:00	2017/12/22 12:00:00	HZPSBC13BHW	92.886	
2017/12/22 11:45:00	2017/12/22 12:00:00	HZPSBC14BHW	92.991	
2017/12/22 12:00:00	2017/12/22 12:15:00	HZPSBC13BHW	92.796	
2017/12/22 12:00:00	2017/12/22 12:15:00	HZPSBC14BHW	92.798	
2017/12/22 12:15:00	2017/12/22 12:30:00	HZPSBC13BHW	92.732	
2017/12/22 12:15:00	2017/12/22 12:30:00	HZPSBC14BHW	92.699	
2017/12/22 12:30:00	2017/12/22 12:45:00	HZPSBC13BHW	92.429	
2017/12/22 12:30:00	2017/12/22 12:45:00	HZPSBC14BHW	92.53	
2017/12/22 12:45:00	2017/12/22 13:00:00	HZPSBC13BHW	92.666	
2017/12/22 12:45:00	2017/12/22 13:00:00	HZPSBC14BHW	92.592	
2017/12/22 13:00:00	2017/12/22 13:15:00	HZPSBC13BHW	92.962	
2017/12/22 13:00:00	2017/12/22 13:15:00	HZPSBC14BHW	92.759	
2017/12/22 13:15:00	2017/12/22 13:30:00	HZPSBC13BHW	92.78	
2017/12/22 13:15:00	2017/12/22 13:30:00	HZPSBC14BHW	92.756	
2017/12/22 13:30:00	2017/12/22 13:45:00	HZPSBC13BHW	92.976	
2017/12/22 13:30:00	2017/12/22 13:45:00	HZPSBC14BHW	92.854	
2017/12/22 13:45:00	2017/12/22 14:00:00	HZPSBC13BHW	93.027	
2017/12/22 13:45:00	2017/12/22 14:00:00	HZPSBC14BHW	92.933	
2017/12/22 14:00:00	2017/12/22 14:15:00	HZPSBC13BHW	92.913	
2017/12/22 14:00:00	2017/12/22 14:15:00	HZPSBC14BHW	93.006	
2017/12/22 14:15:00	2017/12/22 14:30:00	HZPSBC13BHW	92.884	
2017/12/22 14:15:00	2017/12/22 14:30:00	HZPSBC14BHW	93.036	
2017/12/22 14:30:00	2017/12/22 14:45:00	HZPSBC13BHW	92.996	
2017/12/22 14:30:00	2017/12/22 14:45:00	HZPSBC14BHW	92.994	
2017/12/22 14:45:00	2017/12/22 15:00:00	HZPSBC13BHW	93.037	
2017/12/22 14:45:00	2017/12/22 15:00:00	HZPSBC14BHW	92.999	
2017/12/22 15:00:00	2017/12/22 15:15:00	HZPSBC13BHW	92.92	
2017/12/22 15:00:00	2017/12/22 15:15:00	HZPSBC14BHW	93.012	
2017/12/22 15:15:00	2017/12/22 15:30:00	HZPSBC13BHW	93.086	
2017/12/22 15:15:00	2017/12/22 15:30:00	HZPSBC14BHW	93.051	
2017/12/22 15:30:00	2017/12/22 15:45:00	HZPSBC13BHW	92.913	
2017/12/22 15:30:00	2017/12/22 15:45:00	HZPSBC14BHW	92.877	
2017/12/22 15:45:00	2017/12/22 16:00:00	HZPSBC13BHW	92.984	
2017/12/22 15:45:00	2017/12/22 16:00:00	HZPSBC14BHW	92.938	
2017/12/22 16:00:00	2017/12/22 16:15:00	HZPSBC13BHW	93.079	
2017/12/22 16:00:00	2017/12/22 16:15:00	HZPSBC14BHW	92.991	
2017/12/22 16:15:00	2017/12/22 16:30:00	HZPSBC13BHW	93.042	
2017/12/22 16:15:00	2017/12/22 16:30:00	HZPSBC14BHW	93.172	
2017/12/22 16:30:00	2017/12/22 16:45:00	HZPSBC13BHW	93.117	
2017/12/22 16:30:00	2017/12/22 16:45:00	HZPSBC14BHW	93.128	
2017/12/22 16:45:00	2017/12/22 17:00:00	HZPSBC13BHW	93.271	
2017/12/22 16:45:00	2017/12/22 17:00:00	HZPSBC14BHW	93.076	
2017/12/22 17:00:00	2017/12/22 17:15:00	HZPSBC13BHW	93.193	
2017/12/22 17:00:00	2017/12/22 17:15:00	HZPSBC14BHW	93.105	
2017/12/22 17:15:00	2017/12/22 17:30:00	HZPSBC13BHW	92.89	
2017/12/22 17:15:00	2017/12/22 17:30:00	HZPSBC14BHW	93.084	
2017/12/22 17:30:00	2017/12/22 17:45:00	HZPSBC13BHW	92.875	
2017/12/22 17:30:00	2017/12/22 17:45:00	HZPSBC14BHW	92.826	
2017/12/22 17:45:00	2017/12/22 18:00:00	HZPSBC13BHW	92.85	
2017/12/22 17:45:00	2017/12/22 18:00:00	HZPSBC14BHW	92.668	
2017/12/22 18:00:00	2017/12/22 18:15:00	HZPSBC13BHW	92.586	
2017/12/22 18:00:00	2017/12/22 18:15:00	HZPSBC14BHW	92.564	
2017/12/22 18:15:00	2017/12/22 18:30:00	HZPSBC13BHW	92.007	
2017/12/22 18:15:00	2017/12/22 18:30:00	HZPSBC14BHW	91.895	
2017/12/22 18:30:00	2017/12/22 18:45:00	HZPSBC13BHW	92.174	
2017/12/22 18:30:00	2017/12/22 18:45:00	HZPSBC14BHW	92.163	
2017/12/22 18:45:00	2017/12/22 19:00:00	HZPSBC13BHW	92.235	
2017/12/22 18:45:00	2017/12/22 19:00:00	HZPSBC14BHW	92.194	
2017/12/22 19:00:00	2017/12/22 19:15:00	HZPSBC13BHW	92.133	
2017/12/22 19:00:00	2017/12/22 19:15:00	HZPSBC14BHW	92.133	
2017/12/22 19:15:00	2017/12/22 19:30:00	HZPSBC13BHW	91.817	
2017/12/22 19:15:00	2017/12/22 19:30:00	HZPSBC14BHW	91.984	
2017/12/22 19:30:00	2017/12/22 19:45:00	HZPSBC13BHW	92.015	
2017/12/22 19:30:00	2017/12/22 19:45:00	HZPSBC14BHW	91.725	
2017/12/22 19:45:00	2017/12/22 20:00:00	HZPSBC13BHW	91.727	
2017/12/22 19:45:00	2017/12/22 20:00:00	HZPSBC14BHW	91.618	
2017/12/22 20:00:00	2017/12/22 20:15:00	HZPSBC13BHW	92.057	
2017/12/22 20:00:00	2017/12/22 20:15:00	HZPSBC14BHW	91.786	
2017/12/22 20:15:00	2017/12/22 20:30:00	HZPSBC13BHW	91.712	
2017/12/22 20:15:00	2017/12/22 20:30:00	HZPSBC14BHW	91.989	
2017/12/22 20:30:00	2017/12/22 20:45:00	HZPSBC13BHW	91.811	
2017/12/22 20:30:00	2017/12/22 20:45:00	HZPSBC14BHW	91.903	
2017/12/22 20:45:00	2017/12/22 21:00:00	HZPSBC13BHW	91.61	
2017/12/22 20:45:00	2017/12/22 21:00:00	HZPSBC14BHW	91.825	
2017/12/22 21:00:00	2017/12/22 21:15:00	HZPSBC13BHW	91.33	
2017/12/22 21:00:00	2017/12/22 21:15:00	HZPSBC14BHW	91.492	
2017/12/22 21:15:00	2017/12/22 21:30:00	HZPSBC13BHW	91.307	
2017/12/22 21:15:00	2017/12/22 21:30:00	HZPSBC14BHW	91.389	
2017/12/22 21:30:00	2017/12/22 21:45:00	HZPSBC13BHW	91.408	
2017/12/22 21:30:00	2017/12/22 21:45:00	HZPSBC14BHW	91.394	
2017/12/22 21:45:00	2017/12/22 22:00:00	HZPSBC13BHW	90.996	
2017/12/22 21:45:00	2017/12/22 22:00:00	HZPSBC14BHW	91.439	
2017/12/22 22:00:00	2017/12/22 22:15:00	HZPSBC13BHW	90.905	
2017/12/22 22:00:00	2017/12/22 22:15:00	HZPSBC14BHW	91.278	
2017/12/22 22:15:00	2017/12/22 22:30:00	HZPSBC13BHW	91.2	
2017/12/22 22:15:00	2017/12/22 22:30:00	HZPSBC14BHW	91.1	
2017/12/22 22:30:00	2017/12/22 22:45:00	HZPSBC13BHW	90.999	
2017/12/22 22:30:00	2017/12/22 22:45:00	HZPSBC14BHW	91.053	
2017/12/22 22:45:00	2017/12/22 23:00:00	HZPSBC13BHW	90.783	
2017/12/22 22:45:00	2017/12/22 23:00:00	HZPSBC14BHW	90.488	
2017/12/22 23:00:00	2017/12/22 23:15:00	HZPSBC13BHW	90.966	
2017/12/22 23:00:00	2017/12/22 23:15:00	HZPSBC14BHW	90.692	
2017/12/22 23:15:00	2017/12/22 23:30:00	HZPSBC13BHW	90.443	
2017/12/22 23:15:00	2017/12/22 23:30:00	HZPSBC14BHW	90.763	
2017/12/22 23:30:00	2017/12/22 23:45:00	HZPSBC13BHW	90.003	
2017/12/22 23:30:00	2017/12/22 23:45:00	HZPSBC14BHW	90.691	
2017/12/22 23:45:00	2017/12/23 0:00:00	HZPSBC13BHW	90.05	
2017/12/22 23:45:00	2017/12/23 0:00:00	HZPSBC14BHW	90.521	
------------------在性能统计中查询PSBC注册成功率------------------
StartTime	EndTime	网元名	PSBC初始注册成功率	PSBC重注册成功率	
2017/12/20 0:00:00	2017/12/20 0:15:00	HZPSBC13BHW	37.347	99.057	
2017/12/20 0:00:00	2017/12/20 0:15:00	HZPSBC14BHW	48.372	99.071	
2017/12/20 0:15:00	2017/12/20 0:30:00	HZPSBC13BHW	35.751	96.499	
2017/12/20 0:15:00	2017/12/20 0:30:00	HZPSBC14BHW	38.692	96.482	
2017/12/20 0:30:00	2017/12/20 0:45:00	HZPSBC13BHW	30.824	94.848	
2017/12/20 0:30:00	2017/12/20 0:45:00	HZPSBC14BHW	33.4	94.876	
2017/12/20 0:45:00	2017/12/20 1:00:00	HZPSBC13BHW	29.313	95.4	
2017/12/20 0:45:00	2017/12/20 1:00:00	HZPSBC14BHW	33.721	95.368	
2017/12/20 1:00:00	2017/12/20 1:15:00	HZPSBC13BHW	28.866	96.194	
2017/12/20 1:00:00	2017/12/20 1:15:00	HZPSBC14BHW	32.643	96.122	
2017/12/20 1:15:00	2017/12/20 1:30:00	HZPSBC13BHW	35.869	98.3	
2017/12/20 1:15:00	2017/12/20 1:30:00	HZPSBC14BHW	37.748	98.202	
2017/12/20 1:30:00	2017/12/20 1:45:00	HZPSBC13BHW	40.863	99.506	
2017/12/20 1:30:00	2017/12/20 1:45:00	HZPSBC14BHW	44.112	99.528	
2017/12/20 1:45:00	2017/12/20 2:00:00	HZPSBC13BHW	33.62	99.556	
2017/12/20 1:45:00	2017/12/20 2:00:00	HZPSBC14BHW	40.509	99.513	
2017/12/20 2:00:00	2017/12/20 2:15:00	HZPSBC13BHW	35.577	99.504	
2017/12/20 2:00:00	2017/12/20 2:15:00	HZPSBC14BHW	39.989	99.526	
2017/12/20 2:15:00	2017/12/20 2:30:00	HZPSBC13BHW	34.071	99.522	
2017/12/20 2:15:00	2017/12/20 2:30:00	HZPSBC14BHW	37.133	99.55	
2017/12/20 2:30:00	2017/12/20 2:45:00	HZPSBC13BHW	34.396	99.519	
2017/12/20 2:30:00	2017/12/20 2:45:00	HZPSBC14BHW	34.716	99.454	
2017/12/20 2:45:00	2017/12/20 3:00:00	HZPSBC13BHW	35.122	99.506	
2017/12/20 2:45:00	2017/12/20 3:00:00	HZPSBC14BHW	33.349	99.493	
2017/12/20 3:00:00	2017/12/20 3:15:00	HZPSBC13BHW	37.553	99.497	
2017/12/20 3:00:00	2017/12/20 3:15:00	HZPSBC14BHW	37.224	99.485	
2017/12/20 3:15:00	2017/12/20 3:30:00	HZPSBC13BHW	41.741	99.502	
2017/12/20 3:15:00	2017/12/20 3:30:00	HZPSBC14BHW	40.044	99.467	
2017/12/20 3:30:00	2017/12/20 3:45:00	HZPSBC13BHW	38.595	99.515	
2017/12/20 3:30:00	2017/12/20 3:45:00	HZPSBC14BHW	37.342	99.474	
2017/12/20 3:45:00	2017/12/20 4:00:00	HZPSBC13BHW	36.186	99.518	
2017/12/20 3:45:00	2017/12/20 4:00:00	HZPSBC14BHW	38.331	99.503	
2017/12/20 4:00:00	2017/12/20 4:15:00	HZPSBC13BHW	37.876	99.516	
2017/12/20 4:00:00	2017/12/20 4:15:00	HZPSBC14BHW	39.536	99.483	
2017/12/20 4:15:00	2017/12/20 4:30:00	HZPSBC13BHW	34.674	99.535	
2017/12/20 4:15:00	2017/12/20 4:30:00	HZPSBC14BHW	34.886	99.498	
2017/12/20 4:30:00	2017/12/20 4:45:00	HZPSBC13BHW	33.817	99.507	
2017/12/20 4:30:00	2017/12/20 4:45:00	HZPSBC14BHW	33.192	99.494	
